time_s,JR_mean_T_K,JR_max_T_K,JR_probe_centerline_T_K,JR_probe_radial_edge_T_K,JR_probe_axial_bottom_T_K,JR_probe_axial_top_T_K,Can_mean_T_K,Can_wall_probe_T_K,top_end_T_K,bottom_end_T_K,total_stored_energy_J_rel_t0,total_boundary_heat_loss_J_cumulative,wallheatflux_raw_W_DIAGNOSTIC_ONLY
170.45,302.693421,302.946409,302.82098,302.69818,302.32,302.93793,302.593622,302.69019,299.2781,302.27201,279.997938616065,44.72192638393494,-3.4194610830000003
170.5,302.693081,302.946063,302.82062,302.69784,302.31968,302.93759,302.593289,302.68985,299.27807,302.27169,279.9769282503091,44.7429367496909,-3.419207176
170.55,302.692742,302.945717,302.82027,302.6975,302.31936,302.93724,302.592956,302.68951,299.27804,302.27137,279.955919459669,44.76394554033095,-3.418953284
170.6,302.692402,302.945371,302.81992,302.69716,302.31903,302.9369,302.592623,302.68917,299.27801,302.27105,279.93491222967305,44.784952770326925,-3.418699408
170.65,302.692063,302.945025,302.81957,302.69682,302.31871,302.93656,302.59229,302.68883,299.27797,302.27073,279.9139063597791,44.805958640220865,-3.418445538
170.7,302.691723,302.944679,302.81922,302.69648,302.31839,302.93621,302.591957,302.68849,299.27794,302.27041,279.892902065001,44.82696293499896,-3.4181916940000003
170.75,302.691384,302.944333,302.81887,302.69614,302.31806,302.93587,302.591625,302.68815,299.27791,302.27009,279.87189939639507,44.847965603604905,-3.417937855
170.8,302.691045,302.943987,302.81852,302.6958,302.31774,302.93553,302.591292,302.68781,299.27787,302.26977,279.8508980223631,44.86896697763689,-3.4176840420000003
170.85,302.690705,302.943641,302.81817,302.69546,302.31742,302.93518,302.590959,302.68747,299.27784,302.26945,279.82989820897507,44.889966791024904,-3.4174302340000002
170.9,302.690366,302.943295,302.81782,302.69512,302.31709,302.93484,302.590627,302.68713,299.27781,302.26913,279.808900036231,44.91096496376895,-3.417176452
170.95,302.690027,302.942949,302.81747,302.69477,302.31677,302.9345,302.590294,302.68679,299.27777,302.26881,279.78790342413106,44.93196157586891,-3.416922676
171.0,302.689687,302.942603,302.81712,302.69443,302.31645,302.93415,302.589961,302.68645,299.27774,302.26849,279.766908106605,44.95295689339497,-3.416668925
171.05,302.689348,302.942257,302.81677,302.69409,302.31612,302.93381,302.589629,302.68611,299.2777,302.26817,279.7459144297231,44.973950570276884,-3.41641518
171.1,302.689009,302.941912,302.81642,302.69375,302.3158,302.93347,302.589296,302.68577,299.27767,302.26785,279.7249223934851,44.99494260651488,-3.4161614510000002
171.15,302.68867,302.941566,302.81607,302.69341,302.31548,302.93312,302.588963,302.68543,299.27764,302.26753,279.70393185236304,45.01593314763693,-3.415907748
171.2,302.68833,302.94122,302.81572,302.69307,302.31515,302.93278,302.588631,302.68509,299.2776,302.26721,279.6829426713431,45.036922328656885,-3.41565405
171.25,302.687991,302.940874,302.81537,302.69273,302.31483,302.93244,302.588298,302.68475,299.27757,302.26689,279.66195513096704,45.057909869032926,-3.415400368
171.3,302.687652,302.940528,302.81502,302.69239,302.31451,302.93209,302.587966,302.68441,299.27753,302.26657,279.640969165707,45.07889583429295,-3.415146702
171.35,302.687313,302.940182,302.81467,302.69205,302.31418,302.93175,302.587634,302.68407,299.2775,302.26625,279.6199844805491,45.09988051945089,-3.414893061
171.4,302.686974,302.939837,302.81432,302.69171,302.31386,302.93141,302.587301,302.68373,299.27746,302.26594,279.5990014505071,45.12086354949287,-3.414639427
171.45,302.686635,302.939491,302.81397,302.69137,302.31354,302.93106,302.586969,302.68339,299.27743,302.26562,279.57801998110904,45.14184501889093,-3.414385808
171.5,302.686296,302.939145,302.81362,302.69103,302.31321,302.93072,302.586636,302.68305,299.2774,302.2653,279.55704015235506,45.16282484764491,-3.414132205
171.55,302.685957,302.938799,302.81327,302.69069,302.31289,302.93038,302.586304,302.68271,299.27736,302.26498,279.53606161817504,45.18380338182493,-3.413878618
171.6,302.685618,302.938454,302.81292,302.69035,302.31257,302.93003,302.585972,302.68237,299.27733,302.26466,279.51508465911104,45.20478034088893,-3.413625046
171.65,302.685279,302.938108,302.81257,302.69001,302.31224,302.92969,302.585639,302.68203,299.27729,302.26434,279.494109326219,45.22575567378095,-3.413371491
171.7,302.68494,302.937762,302.81222,302.68967,302.31192,302.92935,302.585307,302.68169,299.27725,302.26402,279.47313531684506,45.24672968315491,-3.4131179510000003
171.75,302.684601,302.937416,302.81187,302.68933,302.3116,302.929,302.584975,302.68135,299.27722,302.2637,279.452163119713,45.26770188028695,-3.412864427
171.8,302.684263,302.937071,302.81152,302.68899,302.31128,302.92866,302.584643,302.68101,299.27718,302.26338,279.43119204555705,45.288672954442916,-3.4126109089999996
171.85,302.683924,302.936725,302.81117,302.68865,302.31095,302.92832,302.584311,302.68067,299.27715,302.26306,279.41022279811506,45.30964220188491,-3.412357417
171.9,302.683585,302.936379,302.81082,302.68831,302.31063,302.92798,302.583978,302.68033,299.27711,302.26274,279.3892549252471,45.33061007475288,-3.4121039399999997
171.95,302.683246,302.936034,302.81047,302.68797,302.31031,302.92763,302.583646,302.67999,299.27708,302.26243,279.3682886274951,45.351576372504894,-3.41185048
172.0,302.682907,302.935688,302.81012,302.68763,302.30999,302.92729,302.583314,302.67965,299.27704,302.26211,279.34732397038704,45.37254102961293,-3.4115970250000003
172.05,302.682569,302.935342,302.80977,302.68729,302.30966,302.92695,302.582982,302.67931,299.27701,302.26179,279.3263608739231,45.39350412607689,-3.411343597
172.1,302.68223,302.934997,302.80942,302.68695,302.30934,302.9266,302.58265,302.67897,299.27697,302.26147,279.305399086505,45.41446591349495,-3.4110901840000003
172.15,302.681891,302.934651,302.80907,302.68661,302.30902,302.92626,302.582318,302.67863,299.27693,302.26115,279.28443887420303,45.43542612579694,-3.410836778
172.2,302.681553,302.934306,302.80873,302.68627,302.3087,302.92592,302.581986,302.67829,299.2769,302.26083,279.2634800364751,45.4563849635249,-3.4105833970000003
172.25,302.681214,302.93396,302.80838,302.68593,302.30837,302.92557,302.581654,302.67795,299.27686,302.26051,279.24252283939103,45.47734216060894,-3.4103300219999997
172.3,302.680876,302.933615,302.80803,302.68559,302.30805,302.92523,302.581322,302.67761,299.27682,302.26019,279.22156721742306,45.49829778257691,-3.4100766730000003
172.35,302.680537,302.933269,302.80768,302.68525,302.30773,302.92489,302.58099,302.67727,299.27679,302.25988,279.2006131560991,45.51925184390086,-3.40982333
172.4,302.680198,302.932923,302.80733,302.68491,302.30741,302.92454,302.580658,302.67694,299.27675,302.25956,279.17966048382107,45.5402045161789,-3.4095700040000003
172.45,302.67986,302.932578,302.80698,302.68457,302.30708,302.9242,302.580326,302.6766,299.27671,302.25924,279.15870938665904,45.56115561334093,-3.409316703
172.5,302.679522,302.932232,302.80663,302.68423,302.30676,302.92386,302.579995,302.67626,299.27668,302.25892,279.1377598501411,45.582105149858876,-3.409063408
172.55,302.679183,302.931887,302.80628,302.68389,302.30644,302.92352,302.579663,302.67592,299.27664,302.2586,279.11681196873906,45.60305303126091,-3.408810129
172.6,302.678845,302.931541,302.80593,302.68355,302.30612,302.92317,302.579331,302.67558,299.2766,302.25828,279.0958653819111,45.623999618088874,-3.408556866
172.65,302.678506,302.931196,302.80558,302.68321,302.30579,302.92283,302.578999,302.67524,299.27657,302.25797,279.074920450199,45.64494454980098,-3.40830363
172.7,302.678168,302.93085,302.80523,302.68287,302.30547,302.92249,302.578667,302.6749,299.27653,302.25765,279.05397682753306,45.66588817246691,-3.408050399
172.75,302.677829,302.930505,302.80488,302.68253,302.30515,302.92214,302.578336,302.67456,299.27649,302.25733,279.03303476551105,45.68683023448892,-3.407797184
172.8,302.677491,302.93016,302.80453,302.68219,302.30483,302.9218,302.578004,302.67422,299.27646,302.25701,279.0120943586051,45.70777064139486,-3.4075439860000003
172.85,302.677153,302.929814,302.80418,302.68185,302.30451,302.92146,302.577672,302.67388,299.27642,302.25669,278.9911555268151,45.72870947318489,-3.407290803
172.9,302.676815,302.929469,302.80384,302.68151,302.30418,302.92111,302.577341,302.67354,299.27638,302.25637,278.970217989599,45.74964701040096,-3.4070376369999997
172.95,302.676476,302.929123,302.80349,302.68117,302.30386,302.92077,302.577009,302.67321,299.27634,302.25606,278.9492821074991,45.7705828925009,-3.406784487
173.0,302.676138,302.928778,302.80314,302.68083,302.30354,302.92043,302.576678,302.67287,299.2763,302.25574,278.928347880515,45.79151711948498,-3.406531352
173.05,302.6758,302.928433,302.80279,302.68049,302.30322,302.92009,302.576346,302.67253,299.27627,302.25542,278.90741488257703,45.81245011742294,-3.4062782240000002
173.1,302.675462,302.928087,302.80244,302.68015,302.3029,302.91974,302.576015,302.67219,299.27623,302.2551,278.88648360528305,45.83338139471692,-3.406025123
173.15,302.675124,302.927742,302.80209,302.67981,302.30258,302.9194,302.575683,302.67185,299.27619,302.25478,278.865553837577,45.85431116242296,-3.405772037
173.2,302.674786,302.927397,302.80174,302.67947,302.30225,302.91906,302.575352,302.67151,299.27615,302.25447,278.8446254444451,45.875239555554856,-3.405518967
173.25,302.674447,302.927051,302.80139,302.67913,302.30193,302.91871,302.57502,302.67117,299.27611,302.25415,278.82369889249907,45.8961661075009,-3.405265904
173.3,302.674109,302.926706,302.80104,302.67879,302.30161,302.91837,302.574689,302.67083,299.27608,302.25383,278.8027734635291,45.91709153647088,-3.4050128670000004
173.35,302.673771,302.926361,302.8007,302.67846,302.30129,302.91803,302.574357,302.67049,299.27604,302.25351,278.7818498757451,45.93801512425489,-3.404759835
173.4,302.673433,302.926015,302.80035,302.67812,302.30097,302.91769,302.574026,302.67016,299.276,302.25319,278.76092758253503,45.95893741746494,-3.404506831
173.45,302.673095,302.92567,302.8,302.67778,302.30065,302.91734,302.573695,302.66982,299.27596,302.25288,278.7400069589131,45.97985804108686,-3.404253832
173.5,302.672757,302.925325,302.79965,302.67744,302.30032,302.917,302.573363,302.66948,299.27592,302.25256,278.7190876443371,46.000777355662876,-3.404000859
173.55,302.672419,302.92498,302.7993,302.6771,302.3,302.91666,302.573032,302.66914,299.27588,302.25224,278.69816997040505,46.02169502959492,-3.403747893
173.6,302.672082,302.924634,302.79895,302.67676,302.29968,302.91631,302.572701,302.6688,299.27584,302.25192,278.67725388606107,46.042611113938904,-3.403494943
173.65,302.671744,302.924289,302.7986,302.67642,302.29936,302.91597,302.572369,302.66846,299.27581,302.25161,278.65633944236106,46.06352555763891,-3.403242019
173.7,302.671406,302.923944,302.79826,302.67608,302.29904,302.91563,302.572038,302.66812,299.27577,302.25129,278.6354262421791,46.08443875782086,-3.402989102
173.75,302.671068,302.923599,302.79791,302.67574,302.29872,302.91529,302.571707,302.66779,299.27573,302.25097,278.614514697113,46.10535030288696,-3.402736201
173.8,302.67073,302.923254,302.79756,302.6754,302.2984,302.91494,302.571376,302.66745,299.27569,302.25065,278.59360452662105,46.12626047337892,-3.402483316
173.85,302.670392,302.922908,302.79721,302.67506,302.29808,302.9146,302.571045,302.66711,299.27565,302.25034,278.57269621178705,46.14716878821292,-3.4022304470000004
173.9,302.670055,302.922563,302.79686,302.67472,302.29775,302.91426,302.570714,302.66677,299.27561,302.25002,278.55178920599906,46.16807579400091,-3.401977595
173.95,302.669717,302.922218,302.79651,302.67439,302.29743,302.91391,302.570383,302.66643,299.27557,302.2497,278.53088358925703,46.18898141074294,-3.401724759
174.0,302.669379,302.921873,302.79616,302.67405,302.29711,302.91357,302.570052,302.66609,299.27553,302.24938,278.5099795476311,46.209885452368894,-3.401471939
174.05,302.669042,302.921528,302.79582,302.67371,302.29679,302.91323,302.56972,302.66576,299.27549,302.24907,278.4890771611211,46.23078783887888,-3.401219135
174.1,302.668704,302.921183,302.79547,302.67337,302.29647,302.91289,302.569389,302.66542,299.27545,302.24875,278.46817628419905,46.251688715800924,-3.4009663480000003
174.15,302.668366,302.920838,302.79512,302.67303,302.29615,302.91254,302.569058,302.66508,299.27541,302.24843,278.44727686185104,46.27258813814893,-3.400713578
174.2,302.668029,302.920493,302.79477,302.67269,302.29583,302.9122,302.568728,302.66474,299.27537,302.24811,278.42637894909103,46.29348605090894,-3.400460813
174.25,302.667691,302.920148,302.79442,302.67235,302.29551,302.91186,302.568397,302.6644,299.27533,302.2478,278.40548269144705,46.31438230855292,-3.400208075
174.3,302.667354,302.919803,302.79407,302.67201,302.29519,302.91152,302.568066,302.66406,299.27529,302.24748,278.384587822849,46.33527717715094,-3.3999553529999997
174.35,302.667016,302.919458,302.79373,302.67167,302.29486,302.91117,302.567735,302.66373,299.27525,302.24716,278.3636945438391,46.356170456160896,-3.399702638
174.4,302.666679,302.919113,302.79338,302.67134,302.29454,302.91083,302.567404,302.66339,299.27521,302.24685,278.3428025594031,46.37706244059689,-3.399449949
174.45,302.666341,302.918768,302.79303,302.671,302.29422,302.91049,302.567073,302.66305,299.27517,302.24653,278.32191243062505,46.39795256937492,-3.399197267
174.5,302.666004,302.918423,302.79268,302.67066,302.2939,302.91015,302.566742,302.66271,299.27513,302.24621,278.301023439295,46.41884156070495,-3.39894461
174.55,302.665666,302.918078,302.79233,302.67032,302.29358,302.9098,302.566412,302.66237,299.27509,302.2459,278.2801363546791,46.43972864532088,-3.3986919610000004
174.6,302.665329,302.917733,302.79199,302.66998,302.29326,302.90946,302.566081,302.66204,299.27505,302.24558,278.2592505135811,46.460614486418876,-3.3984393280000003
174.65,302.664992,302.917388,302.79164,302.66964,302.29294,302.90912,302.56575,302.6617,299.27501,302.24526,278.23836642207107,46.4814985779289,-3.398186721
174.7,302.664654,302.917043,302.79129,302.6693,302.29262,302.90877,302.565419,302.66136,299.27497,302.24494,278.21748354513505,46.50238145486492,-3.39793412
174.75,302.664317,302.916698,302.79094,302.66896,302.2923,302.90843,302.565089,302.66102,299.27493,302.24463,278.19660260385706,46.52326239614291,-3.397681536
174.8,302.66398,302.916353,302.79059,302.66863,302.29198,302.90809,302.564758,302.66068,299.27488,302.24431,278.17572272002707,46.5441422799729,-3.397428969
174.85,302.663642,302.916008,302.79025,302.66829,302.29166,302.90775,302.564428,302.66035,299.27484,302.24399,278.15484475738305,46.565020242616924,-3.397176418
174.9,302.663305,302.915663,302.7899,302.66795,302.29134,302.9074,302.564097,302.66001,299.2748,302.24368,278.13396810378504,46.58589689621493,-3.396923883
174.95,302.662968,302.915318,302.78955,302.66761,302.29102,302.90706,302.563766,302.65967,299.27476,302.24336,278.1130930397751,46.606771960224876,-3.396671365
175.0,302.662631,302.914973,302.7892,302.66727,302.2907,302.90672,302.563436,302.65933,299.27472,302.24304,278.092219364811,46.62764563518897,-3.396418864
175.05,302.662294,302.914629,302.78885,302.66693,302.29038,302.90638,302.563105,302.65899,299.27468,302.24273,278.0713472794351,46.64851772056488,-3.3961663790000003
175.1,302.661956,302.914284,302.78851,302.6666,302.29006,302.90603,302.562775,302.65866,299.27464,302.24241,278.0504768491751,46.66938815082489,-3.39591391
175.15,302.661619,302.913939,302.78816,302.66626,302.28974,302.90569,302.562444,302.65832,299.27459,302.24209,278.0296077424331,46.690257257566884,-3.395661448
175.2,302.661282,302.913594,302.78781,302.66592,302.28942,302.90535,302.562114,302.65798,299.27455,302.24178,278.00874021080705,46.71112478919292,-3.395409013
175.25,302.660945,302.913249,302.78746,302.66558,302.2891,302.90501,302.561784,302.65764,299.27451,302.24146,277.987874348769,46.731990651230944,-3.395156594
175.3,302.660608,302.912905,302.78712,302.66524,302.28878,302.90466,302.561453,302.65731,299.27447,302.24115,277.9670097957771,46.7528552042229,-3.394904182
175.35,302.660271,302.91256,302.78677,302.6649,302.28846,302.90432,302.561123,302.65697,299.27443,302.24083,277.9461469123731,46.77371808762689,-3.3946517959999998
175.4,302.659934,302.912215,302.78642,302.66457,302.28814,302.90398,302.560793,302.65663,299.27438,302.24051,277.9252855385571,46.79457946144288,-3.394399417
175.45,302.659597,302.91187,302.78607,302.66423,302.28782,302.90364,302.560462,302.65629,299.27434,302.2402,277.904425633787,46.815439366212956,-3.394147054
175.5,302.65926,302.911526,302.78573,302.66389,302.2875,302.90329,302.560132,302.65595,299.2743,302.23988,277.88356723860505,46.83629776139492,-3.393894718
175.55,302.658924,302.911181,302.78538,302.66355,302.28718,302.90295,302.559802,302.65562,299.27426,302.23956,277.86271049853906,46.85715450146091,-3.393642389
175.6,302.658587,302.910836,302.78503,302.66321,302.28686,302.90261,302.559471,302.65528,299.27422,302.23925,277.8418551764631,46.87800982353684,-3.3933900759999998
175.65,302.65825,302.910492,302.78468,302.66288,302.28654,302.90227,302.559141,302.65494,299.27417,302.23893,277.8210013350311,46.89886366496887,-3.39313778
175.7,302.657913,302.910147,302.78434,302.66254,302.28622,302.90193,302.558811,302.6546,299.27413,302.23862,277.8001489915891,46.91971600841089,-3.3928855
175.75,302.657576,302.909802,302.78399,302.6622,302.2859,302.90158,302.558481,302.65427,299.27409,302.2383,277.779298143263,46.94056685673695,-3.392633237
175.8,302.657239,302.909458,302.78364,302.66186,302.28558,302.90124,302.558151,302.65393,299.27405,302.23798,277.75844896452503,46.96141603547494,-3.392380991
175.85,302.656903,302.909113,302.78329,302.66152,302.28526,302.9009,302.557821,302.65359,299.274,302.23767,277.73760110930505,46.982263890694924,-3.392128761
175.9,302.656566,302.908768,302.78295,302.66119,302.28494,302.90056,302.557491,302.65326,299.27396,302.23735,277.716754923673,47.00311007632695,-3.3918765480000004
175.95,302.656229,302.908424,302.7826,302.66085,302.28462,302.90021,302.557161,302.65292,299.27392,302.23704,277.69591031315707,47.0239546868429,-3.391624352
176.0,302.655893,302.908079,302.78225,302.66051,302.2843,302.89987,302.556831,302.65258,299.27387,302.23672,277.67506702615907,47.0447979738409,-3.391372172
176.05,302.655556,302.907735,302.78191,302.66017,302.28398,302.89953,302.556501,302.65224,299.27383,302.2364,277.654225408749,47.06563959125094,-3.391119999
176.1,302.655219,302.90739,302.78156,302.65983,302.28366,302.89919,302.556171,302.65191,299.27379,302.23609,277.633385114857,47.08647988514298,-3.390867853
176.15,302.654883,302.907046,302.78121,302.6595,302.28334,302.89884,302.555841,302.65157,299.27374,302.23577,277.6125464760811,47.10731852391888,-3.390615724
176.2,302.654546,302.906701,302.78086,302.65916,302.28302,302.8985,302.555511,302.65123,299.2737,302.23546,277.5917094413651,47.12815555863489,-3.390363601
176.25,302.65421,302.906357,302.78052,302.65882,302.2827,302.89816,302.555181,302.65089,299.27366,302.23514,277.57087398176503,47.14899101823494,-3.3901115049999997
176.3,302.653873,302.906012,302.78017,302.65848,302.28238,302.89782,302.554851,302.65056,299.27361,302.23482,277.55003992568305,47.16982507431692,-3.389859415
176.35,302.653537,302.905668,302.77982,302.65815,302.28206,302.89748,302.554521,302.65022,299.27357,302.23451,277.5292071931191,47.19065780688089,-3.389607343
176.4,302.6532,302.905323,302.77948,302.65781,302.28174,302.89713,302.554191,302.64988,299.27353,302.23419,277.50837639621307,47.211488603786904,-3.3893552870000003
176.45,302.652864,302.904979,302.77913,302.65747,302.28142,302.89679,302.553862,302.64955,299.27348,302.23388,277.48754657675505,47.23231842324492,-3.389103258
176.5,302.652527,302.904634,302.77878,302.65713,302.2811,302.89645,302.553532,302.64921,299.27344,302.23356,277.46671877295506,47.25314622704491,-3.3888512349999997
176.55,302.652191,302.90429,302.77844,302.6568,302.28078,302.89611,302.553202,302.64887,299.27339,302.23325,277.445892212673,47.273972787326954,-3.38859923
176.6,302.651855,302.903945,302.77809,302.65646,302.28047,302.89576,302.552872,302.64854,299.27335,302.23293,277.42506732197904,47.29479767802093,-3.388347241
176.65,302.651518,302.903601,302.77774,302.65612,302.28015,302.89542,302.552543,302.6482,299.27331,302.23262,277.4042437548031,47.315621245196894,-3.3880952690000004
176.7,302.651182,302.903257,302.77739,302.65578,302.27983,302.89508,302.552213,302.64786,299.27326,302.2323,277.38342185721507,47.3364431427849,-3.387843314
176.75,302.650846,302.902912,302.77705,302.65545,302.27951,302.89474,302.551884,302.64753,299.27322,302.23199,277.36260154921507,47.3572634507849,-3.387591365
176.8,302.65051,302.902568,302.7767,302.65511,302.27919,302.8944,302.551554,302.64719,299.27317,302.23167,277.3417826447331,47.37808235526688,-3.3873394439999998
176.85,302.650173,302.902223,302.77635,302.65477,302.27887,302.89405,302.551224,302.64685,299.27313,302.23135,277.32096532983905,47.398899670160915,-3.3870875390000004
176.9,302.649837,302.901879,302.77601,302.65443,302.27855,302.89371,302.550895,302.64651,299.27308,302.23104,277.3001496045331,47.41971539546688,-3.386835641
176.95,302.649501,302.901535,302.77566,302.6541,302.27823,302.89337,302.550565,302.64618,299.27304,302.23072,277.2793352027451,47.4405297972549,-3.38658377
177.0,302.649165,302.90119,302.77531,302.65376,302.27791,302.89303,302.550236,302.64584,299.27299,302.23041,277.25852221894706,47.461342781052906,-3.386331906
177.05,302.648829,302.900846,302.77497,302.65342,302.27759,302.89268,302.549906,302.6455,299.27295,302.23009,277.2377111563351,47.48215384366489,-3.386080069
177.1,302.648493,302.900502,302.77462,302.65308,302.27728,302.89234,302.549577,302.64517,299.2729,302.22978,277.21690135171303,47.502963648286936,-3.3858282379999998
177.15,302.648157,302.900158,302.77427,302.65275,302.27696,302.892,302.549247,302.64483,299.27286,302.22946,277.19609303060906,47.52377196939091,-3.385576425
177.2,302.647821,302.899813,302.77393,302.65241,302.27664,302.89166,302.548918,302.64449,299.27281,302.22915,277.17528621909304,47.54457878090693,-3.385324638
177.25,302.647485,302.899469,302.77358,302.65207,302.27632,302.89132,302.548589,302.64416,299.27277,302.22883,277.1544810771651,47.56538392283488,-3.385072858
177.3,302.647149,302.899125,302.77324,302.65173,302.276,302.89097,302.548259,302.64382,299.27272,302.22852,277.13367725875503,47.58618774124494,-3.384821095
177.35,302.646813,302.898781,302.77289,302.6514,302.27568,302.89063,302.54793,302.64348,299.27268,302.2282,277.11287512440504,47.606989875594934,-3.384569349
177.4,302.646477,302.898437,302.77254,302.65106,302.27536,302.89029,302.547601,302.64315,299.27263,302.22789,277.09207456517106,47.62779043482891,-3.38431762
177.45,302.646141,302.898092,302.7722,302.65072,302.27505,302.88995,302.547271,302.64281,299.27259,302.22757,277.071275343927,47.64858965607294,-3.384065908
177.5,302.645805,302.897748,302.77185,302.65039,302.27473,302.88961,302.546942,302.64248,299.27254,302.22726,277.0504778067431,47.66938719325685,-3.383814213
177.55,302.645469,302.897404,302.7715,302.65005,302.27441,302.88926,302.546613,302.64214,299.2725,302.22694,277.0296815786051,47.69018342139486,-3.3835625240000002
177.6,302.645133,302.89706,302.77116,302.64971,302.27409,302.88892,302.546284,302.6418,299.27245,302.22663,277.0088869545271,47.71097804547287,-3.383310863
177.65,302.644797,302.896716,302.77081,302.64938,302.27377,302.88858,302.545955,302.64147,299.27241,302.22631,276.98809400003705,47.73177099996292,-3.383059219
177.7,302.644462,302.896372,302.77046,302.64904,302.27345,302.88824,302.545626,302.64113,299.27236,302.226,276.96730238353706,47.75256261646291,-3.3828075810000002
177.75,302.644126,302.896028,302.77012,302.6487,302.27313,302.8879,302.545296,302.64079,299.27231,302.22569,276.9465124366251,47.773352563374885,-3.382555971
177.8,302.64379,302.895683,302.76977,302.64836,302.27282,302.88755,302.544967,302.64046,299.27227,302.22537,276.92572407930106,47.79414092069891,-3.382304367
177.85,302.643454,302.895339,302.76943,302.64803,302.2725,302.88721,302.544638,302.64012,299.27222,302.22506,276.90493704549505,47.814927954504924,-3.382052781
177.9,302.643119,302.894995,302.76908,302.64769,302.27218,302.88687,302.544309,302.63978,299.27218,302.22474,276.8841514296791,47.83571357032088,-3.381801211
177.95,302.642783,302.894651,302.76873,302.64735,302.27186,302.88653,302.54398,302.63945,299.27213,302.22443,276.8633674179231,47.856497582076884,-3.381549669
178.0,302.642447,302.894307,302.76839,302.64702,302.27154,302.88619,302.543651,302.63911,299.27208,302.22411,276.84258498128304,47.87728001871693,-3.3812981329999996
178.05,302.642112,302.893963,302.76804,302.64668,302.27123,302.88585,302.543322,302.63878,299.27204,302.2238,276.821804243175,47.898060756824975,-3.381046615
178.1,302.641776,302.893619,302.7677,302.64634,302.27091,302.8855,302.542993,302.63844,299.27199,302.22348,276.801024814113,47.91884018588695,-3.380795113
178.15,302.641441,302.893275,302.76735,302.64601,302.27059,302.88516,302.542665,302.6381,299.27195,302.22317,276.7802468030411,47.93961819695886,-3.380543629
178.2,302.641105,302.892931,302.767,302.64567,302.27027,302.88482,302.542336,302.63777,299.2719,302.22286,276.75947066209903,47.96039433790094,-3.380292152
178.25,302.64077,302.892587,302.76666,302.64533,302.26995,302.88448,302.542007,302.63743,299.27185,302.22254,276.7386955786051,47.981169421394895,-3.380040702
178.3,302.640434,302.892243,302.76631,302.645,302.26964,302.88414,302.541678,302.6371,299.27181,302.22223,276.7179224307691,48.00194256923089,-3.379789268
178.35,302.640099,302.891899,302.76597,302.64466,302.26932,302.88379,302.541349,302.63676,299.27176,302.22191,276.697150620923,48.022714379076945,-3.379537852
178.4,302.639763,302.891556,302.76562,302.64432,302.269,302.88345,302.54102,302.63642,299.27171,302.2216,276.6763801490671,48.043484850932884,-3.3792864430000003
178.45,302.639428,302.891212,302.76527,302.64399,302.26868,302.88311,302.540692,302.63609,299.27166,302.22128,276.65561134679905,48.06425365320092,-3.379035061
178.5,302.639092,302.890868,302.76493,302.64365,302.26836,302.88277,302.540363,302.63575,299.27162,302.22097,276.634844134119,48.08502086588095,-3.3787836860000002
178.55,302.638757,302.890524,302.76458,302.64331,302.26805,302.88243,302.540034,302.63542,299.27157,302.22066,276.61407860549906,48.10578639450091,-3.378532329
178.6,302.638422,302.89018,302.76424,302.64298,302.26773,302.88209,302.539706,302.63508,299.27152,302.22034,276.5933141487991,48.126550851200875,-3.3782809879999998
178.65,302.638087,302.889836,302.76389,302.64264,302.26741,302.88174,302.539377,302.63474,299.27148,302.22003,276.5725515622291,48.14731343777089,-3.378029674
178.7,302.637751,302.889492,302.76355,302.64231,302.26709,302.8814,302.539048,302.63441,299.27143,302.21971,276.551790379177,48.16807462082295,-3.377778368
178.75,302.637416,302.889148,302.7632,302.64197,302.26678,302.88106,302.53872,302.63407,299.27138,302.2194,276.5310307857131,48.188834214286885,-3.377527079
178.8,302.637081,302.888805,302.76286,302.64163,302.26646,302.88072,302.538391,302.63374,299.27133,302.21909,276.51027253023904,48.209592469760935,-3.377275806
178.85,302.636746,302.888461,302.76251,302.6413,302.26614,302.88038,302.538063,302.6334,299.27129,302.21877,276.48951595882505,48.23034904117492,-3.3770245510000003
178.9,302.63641,302.888117,302.76216,302.64096,302.26582,302.88004,302.537734,302.63307,299.27124,302.21846,276.46876072540107,48.2511042745989,-3.3767733040000003
178.95,302.636075,302.887773,302.76182,302.64062,302.26551,302.87969,302.537406,302.63273,299.27119,302.21814,276.44800708156504,48.27185791843493,-3.376522083
179.0,302.63574,302.88743,302.76147,302.64029,302.26519,302.87935,302.537077,302.63239,299.27114,302.21783,276.4272551217891,48.2926098782109,-3.376270879
179.05,302.635405,302.887086,302.76113,302.63995,302.26487,302.87901,302.536749,302.63206,299.2711,302.21752,276.40650450000305,48.31336049999692,-3.376019683
179.1,302.63507,302.886742,302.76078,302.63962,302.26455,302.87867,302.53642,302.63172,299.27105,302.2172,276.38575554780505,48.33410945219492,-3.3757685139999998
179.15,302.634735,302.886398,302.76044,302.63928,302.26424,302.87833,302.536092,302.63139,299.271,302.21689,276.36500793359704,48.35485706640293,-3.375517352
179.2,302.6344,302.886055,302.76009,302.63894,302.26392,302.87799,302.535764,302.63105,299.27095,302.21658,276.34426192344904,48.37560307655093,-3.375266207
179.25,302.634065,302.885711,302.75975,302.63861,302.2636,302.87764,302.535435,302.63072,299.2709,302.21626,276.32351759736105,48.39634740263892,-3.37501509
179.3,302.63373,302.885367,302.7594,302.63827,302.26328,302.8773,302.535107,302.63038,299.27086,302.21595,276.30277459479106,48.41709040520891,-3.374763979
