time_s,JR_mean_T_K,JR_max_T_K,JR_probe_centerline_T_K,JR_probe_radial_edge_T_K,JR_probe_axial_bottom_T_K,JR_probe_axial_top_T_K,Can_mean_T_K,Can_wall_probe_T_K,top_end_T_K,bottom_end_T_K,total_stored_energy_J_rel_t0,total_boundary_heat_loss_J_cumulative,wallheatflux_raw_W_DIAGNOSTIC_ONLY
17.75,299.112889,299.16209,299.15874,299.1081,299.01154,299.14014,299.074163,299.10586,298.16869,298.99528,58.4466742599155,-0.8088982224155004,-0.6974983799300001
17.8,299.115554,299.164891,299.16152,299.11078,299.01401,299.1429,299.076762,299.10854,298.16885,298.99771,58.6096956380151,-0.8095596680151047,-0.69947361899
17.85,299.118219,299.167691,299.16429,299.11346,299.01648,299.14565,299.079361,299.11121,298.16902,299.00015,58.772705128999895,-0.8102092264999001,-0.70144876812
17.9,299.120883,299.170491,299.16707,299.11614,299.01895,299.14841,299.081961,299.11389,298.16919,299.00259,58.93570326211549,-0.8108474271154975,-0.7034238262
17.95,299.123547,299.173291,299.16985,299.11882,299.02143,299.15117,299.08456,299.11656,298.16936,299.00502,59.0986894928803,-0.8114737253803028,-0.70539879312
18.0,299.12621,299.176092,299.17263,299.1215,299.0239,299.15393,299.087158,299.11924,298.16952,299.00746,59.2616638263999,-0.8120881263998996,-0.7073736697799999
18.05,299.128874,299.178892,299.17541,299.12418,299.02637,299.15668,299.089757,299.12191,298.16969,299.0099,59.4246267810255,-0.8126911485255093,-0.70934845505
18.1,299.131537,299.181692,299.17818,299.12686,299.02884,299.15944,299.092355,299.12459,298.16986,299.01233,59.5875778217227,-0.8132822567227009,-0.7113231478300001
18.15,299.1342,299.184492,299.18096,299.12954,299.03131,299.1622,299.094953,299.12726,298.17004,299.01477,59.7505174842899,-0.8138619867899095,-0.71329774901
18.2,299.136863,299.187291,299.18373,299.13222,299.03378,299.16495,299.097551,299.12994,298.17021,299.0172,59.91344522569269,-0.8144297956926962,-0.71527225848
18.25,299.139526,299.19009,299.18651,299.1349,299.03625,299.16771,299.100149,299.13261,298.17038,299.01964,60.07636130621229,-0.8149859437123013,-0.71724667612
18.3,299.142188,299.192888,299.18929,299.13757,299.03872,299.17047,299.102747,299.13528,298.17056,299.02207,60.23926545833149,-0.8155301633314949,-0.71922100084
18.35,299.14485,299.195687,299.19206,299.14025,299.04119,299.17322,299.105344,299.13796,298.17073,299.02451,60.402158208401495,-0.8160629809014992,-0.72119523251
18.4,299.147512,299.198485,299.19484,299.14293,299.04366,299.17598,299.107941,299.14063,298.17091,299.02694,60.565039287457886,-0.8165841274578938,-0.72316937103
18.45,299.150173,299.201282,299.19761,299.14561,299.04613,299.17873,299.110538,299.1433,298.17108,299.02938,60.72790842508909,-0.8170933325891028,-0.72514341728
18.5,299.152835,299.20408,299.20038,299.14828,299.0486,299.18149,299.113135,299.14597,298.17126,299.03181,60.89076614254069,-0.8175911175407009,-0.72711736917
18.55,299.155496,299.206877,299.20316,299.15096,299.05107,299.18424,299.115732,299.14865,298.17144,299.03425,61.0536119098839,-0.8180769523839047,-0.7290912285700001
18.6,299.158157,299.209673,299.20593,299.15364,299.05354,299.187,299.118328,299.15132,298.17162,299.03668,61.2164459837415,-0.8185510937415046,-0.73106499339
18.65,299.160817,299.21247,299.2087,299.15631,299.05601,299.18975,299.120925,299.15399,298.1718,299.03911,61.3792686323947,-0.8190138098947131,-0.7330386645
18.7,299.163478,299.215266,299.21147,299.15899,299.05848,299.19251,299.123521,299.15666,298.17198,299.04155,61.5420793222563,-0.8194645672563112,-0.7350122408099999
18.75,299.166138,299.218061,299.21425,299.16167,299.06095,299.19526,299.126116,299.15933,298.17216,299.04398,61.70487830416029,-0.819903616660298,-0.73698572319
18.8,299.168798,299.220857,299.21702,299.16434,299.06342,299.19802,299.128712,299.162,298.17234,299.04641,61.86766584417669,-0.820331224176698,-0.73895911055
18.85,299.171458,299.223652,299.21979,299.16702,299.06589,299.20077,299.131308,299.16467,298.17253,299.04885,62.0304414029295,-0.8207468504295008,-0.7409324037699999
18.9,299.174117,299.226446,299.22256,299.16969,299.06835,299.20352,299.133903,299.16734,298.17271,299.05128,62.1932052464887,-0.8211507614887168,-0.74290560075
18.95,299.176776,299.229241,299.22533,299.17237,299.07082,299.20628,299.136498,299.17001,298.1729,299.05371,62.3559576336883,-0.82154321618831,-0.74487870337
19.0,299.179435,299.232035,299.2281,299.17504,299.07329,299.20903,299.139093,299.17268,298.17308,299.05615,62.5186983050111,-0.8219239550111084,-0.74685170953
19.05,299.182094,299.234828,299.23087,299.17772,299.07576,299.21178,299.141687,299.17535,298.17327,299.05858,62.6814269725983,-0.8222926900983083,-0.7488246211199999
19.1,299.184753,299.237622,299.23364,299.18039,299.07822,299.21454,299.144282,299.17802,298.17346,299.06101,62.844144175142695,-0.822649960142698,-0.7507974360199999
19.15,299.187411,299.240415,299.23641,299.18306,299.08069,299.21729,299.146876,299.18069,298.17364,299.06344,63.006849642232694,-0.8229954947327087,-0.7527701551399999
19.2,299.190069,299.243207,299.23918,299.18574,299.08316,299.22004,299.14947,299.18336,298.17383,299.06587,63.16954336152669,-0.8233292815267035,-0.7547427773700001
19.25,299.192727,299.246,299.24195,299.18841,299.08563,299.2228,299.152064,299.18603,298.17402,299.06831,63.332225604200296,-0.8236515917003047,-0.7567153035799999
19.3,299.195384,299.248792,299.24471,299.19108,299.08809,299.22555,299.154658,299.1887,298.17421,299.07074,63.49489583377189,-0.8239618887718976,-0.75868773269
19.35,299.198042,299.251584,299.24748,299.19375,299.09056,299.2283,299.157251,299.19136,298.1744,299.07317,63.65755457148709,-0.8242606939870925,-0.76066006457
19.4,299.200699,299.254375,299.25025,299.19643,299.09302,299.23105,299.159845,299.19403,298.1746,299.0756,63.820201554934286,-0.8245477449342999,-0.76263230013
19.45,299.203356,299.257166,299.25301,299.1991,299.09549,299.23381,299.162438,299.1967,298.17479,299.07803,63.98283676521908,-0.8248230227190945,-0.7646044372499999
19.5,299.206012,299.259957,299.25578,299.20177,299.09796,299.23656,299.165031,299.19937,298.17498,299.08046,64.1454602219999,-0.8250865469999056,-0.76657647783
19.55,299.208669,299.262747,299.25855,299.20444,299.10042,299.23931,299.167623,299.20203,298.17518,299.08289,64.3080721644523,-0.8253385569523033,-0.76854841975
19.6,299.211325,299.265537,299.26131,299.20711,299.10289,299.24206,299.170216,299.2047,298.17537,299.08532,64.47067207209471,-0.8255785320947169,-0.77052026392
19.65,299.213981,299.268327,299.26408,299.20978,299.10535,299.24481,299.172808,299.20736,298.17557,299.08775,64.6332607242427,-0.8258072517427166,-0.77249201021
19.7,299.216636,299.271117,299.26684,299.21245,299.10782,299.24756,299.1754,299.21003,298.17577,299.09018,64.79583733579192,-0.8260239307919264,-0.77446365854
19.75,299.219292,299.273906,299.26961,299.21512,299.11028,299.25031,299.177992,299.2127,298.17597,299.09261,64.95840242509351,-0.8262290875935179,-0.77643520779
19.8,299.221947,299.276694,299.27237,299.21779,299.11275,299.25306,299.180584,299.21536,298.17616,299.09504,65.12095571663029,-0.8264224466303034,-0.7784066588399999
19.85,299.224602,299.279483,299.27513,299.22046,299.11521,299.25581,299.183176,299.21803,298.17636,299.09747,65.2834972220607,-0.8266040195607047,-0.78037801061
19.9,299.227257,299.282271,299.2779,299.22313,299.11768,299.25856,299.185767,299.22069,298.17656,299.0999,65.4460271871131,-0.8267740521131088,-0.78234926297
19.95,299.229911,299.285059,299.28066,299.2258,299.12014,299.26131,299.188358,299.22336,298.17677,299.10233,65.6085453522703,-0.826932284770308,-0.7843204158199999
20.0,299.232565,299.287846,299.28342,299.22847,299.1226,299.26406,299.190949,299.22602,298.17697,299.10476,65.7710519792607,-0.8270789792607047,-0.78629147006
20.05,299.235219,299.290634,299.28619,299.23114,299.12507,299.26681,299.19354,299.22868,298.17717,299.10719,65.9335467896727,-0.8272138571727083,-0.78826242358
20.1,299.237873,299.29342,299.28895,299.23381,299.12753,299.26956,299.19613,299.23135,298.17738,299.10962,66.0960297886119,-0.8273369236119095,-0.79023327828
20.15,299.240527,299.296207,299.29171,299.23648,299.12999,299.27231,299.198721,299.23401,298.17758,299.11205,66.2585012298067,-0.82744843230671,-0.79220403203
20.2,299.24318,299.298993,299.29447,299.23914,299.13246,299.27506,299.201311,299.23667,298.17779,299.11448,66.4209608537399,-0.827548123739902,-0.79417468575
20.25,299.245833,299.301779,299.29723,299.24181,299.13492,299.27781,299.203901,299.23934,298.17799,299.1169,66.5834086466227,-0.8276359841227077,-0.7961452393199999
20.3,299.248486,299.304565,299.29999,299.24448,299.13738,299.28056,299.20649,299.242,298.1782,299.11933,66.7458448730779,-0.8277122780779109,-0.79811569165
20.35,299.251138,299.30735,299.30275,299.24715,299.13985,299.28331,299.20908,299.24466,298.17841,299.12176,66.9082695382111,-0.8277770107111024,-0.80008604361
20.4,299.253791,299.310135,299.30551,299.24981,299.14231,299.28606,299.211669,299.24732,298.17861,299.12419,67.0706823607163,-0.8278299007163099,-0.80205629411
20.45,299.256443,299.312919,299.30827,299.25248,299.14477,299.28881,299.214258,299.24999,298.17882,299.12661,67.2330836081107,-0.8278712156107133,-0.80402644404
20.5,299.259095,299.315704,299.31103,299.25515,299.14723,299.29155,299.216847,299.25265,298.17903,299.12904,67.3954730150883,-0.8279006900883132,-0.8059964923
20.55,299.261747,299.318488,299.31379,299.25781,299.14969,299.2943,299.219436,299.25531,298.17925,299.13147,67.5578505642019,-0.8279183067019034,-0.80796643977
20.6,299.264398,299.321271,299.31655,299.26048,299.15215,299.29705,299.222025,299.25797,298.17946,299.1339,67.7202165266271,-0.8279243366271061,-0.80993628437
20.65,299.267049,299.324054,299.31931,299.26314,299.15462,299.2998,299.224613,299.26063,298.17967,299.13632,67.88257090457509,-0.8279187820751019,-0.81190602797
20.7,299.2697,299.326837,299.32206,299.26581,299.15708,299.30254,299.227201,299.26329,298.17988,299.13875,68.0449134159759,-0.8279013609759147,-0.81387566848
20.75,299.272351,299.32962,299.32482,299.26847,299.15954,299.30529,299.229789,299.26595,298.1801,299.14118,68.2072443276635,-0.8278723401635091,-0.81584520778
20.8,299.275001,299.332403,299.32758,299.27114,299.162,299.30804,299.232377,299.26861,298.18031,299.1436,68.3695636396379,-0.8278317196379135,-0.81781464378
20.85,299.277652,299.335185,299.33034,299.2738,299.16446,299.31079,299.234964,299.27127,298.18053,299.14603,68.53187107348751,-0.8277792209875088,-0.8197839774000001
20.9,299.280302,299.337966,299.33309,299.27647,299.16692,299.31353,299.237552,299.27393,298.18075,299.14845,68.69416690694071,-0.8277151219407273,-0.8217532085
20.95,299.282951,299.340748,299.33585,299.27913,299.16938,299.31628,299.240139,299.27659,298.18096,299.15088,68.8564508484803,-0.8276391309803159,-0.8237223369000001
21.0,299.285601,299.343529,299.3386,299.28179,299.17184,299.31902,299.242726,299.27925,298.18118,299.1533,69.0187231838347,-0.8275515338347077,-0.8256913616
21.05,299.28825,299.346309,299.34136,299.28446,299.1743,299.32177,299.245313,299.28191,298.1814,299.15573,69.1809838926623,-0.8274523101623004,-0.8276602826
21.1,299.290899,299.34909,299.34411,299.28712,299.17676,299.32452,299.247899,299.28456,298.18162,299.15815,69.34323271544591,-0.8273412004459146,-0.8296291015
21.15,299.293548,299.35187,299.34687,299.28978,299.17922,299.32726,299.250485,299.28722,298.18184,299.16058,69.5054699059139,-0.8272184584139097,-0.8315978155
21.2,299.296197,299.35465,299.34962,299.29244,299.18167,299.33001,299.253072,299.28988,298.18206,299.163,69.6676954611719,-0.8270840811719182,-0.8335664263
21.25,299.298845,299.357429,299.35238,299.29511,299.18413,299.33275,299.255657,299.29254,298.18229,299.16543,69.8299091202555,-0.826937807755499,-0.8355349328
21.3,299.301493,299.360208,299.35513,299.29777,299.18659,299.3355,299.258243,299.2952,298.18251,299.16785,69.9921111368931,-0.8267798918931106,-0.8375033350000001
21.35,299.304141,299.362987,299.35788,299.30043,299.18905,299.33824,299.260829,299.29785,298.18273,299.17028,70.1543015161903,-0.8266103386903012,-0.8394716327999999
21.4,299.306789,299.365766,299.36063,299.30309,299.19151,299.34099,299.263414,299.30051,298.18296,299.1727,70.3164802406999,-0.8264291306999212,-0.841439827
21.45,299.309436,299.368544,299.36339,299.30575,299.19397,299.34373,299.265999,299.30317,298.18318,299.17512,70.4786470545631,-0.8262360120631058,-0.8434079155
21.5,299.312084,299.371322,299.36614,299.30841,299.19642,299.34648,299.268584,299.30582,298.18341,299.17755,70.6408024804727,-0.826031505472713,-0.8453758993
21.55,299.314731,299.3741,299.36889,299.31107,299.19888,299.34922,299.271169,299.30848,298.18364,299.17997,70.8029459833943,-0.8258150758942975,-0.8473437792
21.6,299.317377,299.376877,299.37164,299.31373,299.20134,299.35197,299.273753,299.31113,298.18386,299.18239,70.9650775575391,-0.8255867175391103,-0.8493115522
21.65,299.320024,299.379654,299.37439,299.31639,299.2038,299.35471,299.276338,299.31379,298.18409,299.18482,71.1271977430471,-0.8253469705471161,-0.8512792211
21.7,299.32267,299.38243,299.37714,299.31905,299.20625,299.35745,299.278922,299.31644,298.18432,299.18724,71.28930625205952,-0.8250955470595329,-0.8532467838
21.75,299.325316,299.385207,299.37989,299.32171,299.20871,299.3602,299.281506,299.3191,298.18455,299.18966,71.45140282505909,-0.824832187559096,-0.8552142412
21.8,299.327962,299.387983,299.38264,299.32437,299.21117,299.36294,299.28409,299.32175,298.18478,299.19208,71.61348772522149,-0.8245571552214983,-0.8571815933
21.85,299.330608,299.390758,299.38539,299.32703,299.21362,299.36568,299.286673,299.32441,298.18502,299.19451,71.7755609402051,-0.8242704377050956,-0.8591488387999999
21.9,299.333253,299.393534,299.38814,299.32969,299.21608,299.36843,299.289256,299.32706,298.18525,299.19693,71.9376224831155,-0.8239720481155217,-0.8611159777999999
21.95,299.335898,299.396309,299.39089,299.33235,299.21853,299.37117,299.291839,299.32972,298.18548,299.19935,72.0996723350583,-0.8236619675583086,-0.8630830111000001
22.0,299.338543,299.399084,299.39364,299.33501,299.22099,299.37391,299.294422,299.33237,298.18572,299.20177,72.2617105011391,-0.8233402011391178,-0.8650499377
22.05,299.341188,299.401858,299.39639,299.33766,299.22344,299.37665,299.297005,299.33502,298.18595,299.20419,72.4237367109463,-0.8230064784463025,-0.8670167582999999
22.1,299.343832,299.404632,299.39914,299.34032,299.2259,299.3794,299.299588,299.33767,298.18619,299.20661,72.5857514871727,-0.8226613221727064,-0.8689834708999999
22.15,299.346476,299.407406,299.40188,299.34298,299.22835,299.38214,299.30217,299.34033,298.18643,299.20904,72.7477543027839,-0.8223042052839133,-0.8709500775
22.2,299.34912,299.41018,299.40463,299.34564,299.23081,299.38488,299.304752,299.34298,298.18666,299.21146,72.9097456761311,-0.8219356461311094,-0.8729165768
22.25,299.351764,299.412953,299.40738,299.34829,299.23326,299.38762,299.307334,299.34563,298.1869,299.21388,73.07172508307431,-0.8215551205743168,-0.8748829689000001
22.3,299.354407,299.415726,299.41012,299.35095,299.23572,299.39036,299.309916,299.34828,298.18714,299.2163,73.2336927773419,-0.821162882341909,-0.8768492525
22.35,299.35705,299.418498,299.41287,299.35361,299.23817,299.39311,299.312497,299.35094,298.18738,299.21872,73.39564903010951,-0.8207592026095085,-0.8788154297
22.4,299.359693,299.421271,299.41562,299.35626,299.24063,299.39585,299.315078,299.35359,298.18762,299.22114,73.5575933063427,-0.8203435463427127,-0.8807814992999999
22.45,299.362336,299.424042,299.41836,299.35892,299.24308,299.39859,299.31766,299.35624,298.18786,299.22356,73.7195261192871,-0.8199164267871026,-0.8827474600999999
22.5,299.364979,299.426814,299.42111,299.36157,299.24553,299.40133,299.32024,299.35889,298.1881,299.22598,73.8814469484611,-0.8194773234611148,-0.8847133132
22.55,299.367621,299.429585,299.42385,299.36423,299.24799,299.40407,299.322821,299.36154,298.18835,299.2284,74.0433563165575,-0.8190267590575075,-0.8866790582999999
22.6,299.370263,299.432356,299.4266,299.36688,299.25044,299.40681,299.325402,299.36419,298.18859,299.23082,74.2052536950947,-0.8185642050947024,-0.8886446955
22.65,299.372905,299.435127,299.42934,299.36954,299.25289,299.40955,299.327982,299.36684,298.18884,299.23324,74.3671395987655,-0.818090176265514,-0.8906102235000001
22.7,299.375547,299.437898,299.43208,299.37219,299.25534,299.41229,299.330562,299.36949,298.18908,299.23565,74.5290135070883,-0.8176041520883075,-0.8925756434000001
22.75,299.378188,299.440668,299.43483,299.37485,299.2578,299.41503,299.333142,299.37214,298.18933,299.23807,74.6908759413087,-0.8171066538087075,-0.8945409539
22.8,299.380829,299.443437,299.43757,299.3775,299.26025,299.41777,299.335722,299.37479,298.18957,299.24049,74.8527266339095,-0.8165974139095056,-0.8965061561
22.85,299.38347,299.446207,299.44031,299.38015,299.2627,299.42051,299.338301,299.37744,298.18982,299.24291,75.0145655791019,-0.8160764266018958,-0.8984712487000001
22.9,299.386111,299.448976,299.44306,299.38281,299.26515,299.42325,299.34088,299.38009,298.19007,299.24533,75.1763927768859,-0.8155436918859209,-0.9004362318
22.95,299.388751,299.451745,299.4458,299.38546,299.2676,299.42599,299.343459,299.38273,298.19032,299.24775,75.33820823091989,-0.8149992134198953,-0.9024011060999999
23.0,299.391392,299.454513,299.44854,299.38811,299.27006,299.42873,299.346038,299.38538,298.19057,299.25016,75.5000119223095,-0.8144429723095072,-0.9043658706000001
23.05,299.394032,299.457282,299.45128,299.39077,299.27251,299.43146,299.348617,299.38803,298.19082,299.25258,75.66180412223031,-0.813875239730308,-0.9063305252
23.1,299.396671,299.46005,299.45402,299.39342,299.27496,299.4342,299.351195,299.39068,298.19107,299.255,75.82358429564789,-0.8132954806478949,-0.9082950709000001
23.15,299.399311,299.462817,299.45676,299.39607,299.27741,299.43694,299.353774,299.39333,298.19132,299.25742,75.98535297180788,-0.8127042243078932,-0.9102595054
23.2,299.40195,299.465585,299.4595,299.39872,299.27986,299.43968,299.356352,299.39597,298.19158,299.25983,76.1471098737459,-0.8121011937459173,-0.9122238307
23.25,299.404589,299.468352,299.46224,299.40137,299.28231,299.44242,299.35893,299.39862,298.19183,299.26225,76.3088552806375,-0.8114866681375048,-0.9141880457
23.3,299.407228,299.471118,299.46498,299.40403,299.28476,299.44516,299.361507,299.40127,298.19208,299.26467,76.4705886414483,-0.8108600964483088,-0.9161521494
23.35,299.409867,299.473885,299.46772,299.40668,299.28721,299.44789,299.364085,299.40391,298.19234,299.26708,76.6323104934239,-0.8102220159238982,-0.9181161435
23.4,299.412505,299.476651,299.47046,299.40933,299.28966,299.45063,299.366662,299.40656,298.1926,299.2695,76.7940203015299,-0.809571891529913,-0.9200800259999999
23.45,299.415143,299.479417,299.4732,299.41198,299.29211,299.45337,299.369239,299.40921,298.19285,299.27191,76.9557188530819,-0.8089105105819101,-0.9220437979
23.5,299.417781,299.482182,299.47594,299.41463,299.29456,299.4561,299.371816,299.41185,298.19311,299.27433,77.1174053549755,-0.8082370799755125,-0.9240074588999999
23.55,299.420419,299.484947,299.47868,299.41728,299.297,299.45884,299.374392,299.4145,298.19337,299.27674,77.2790803364563,-0.8075521289563028,-0.9259710091
23.6,299.423056,299.487712,299.48141,299.41993,299.29945,299.46158,299.376969,299.41714,298.19363,299.27916,77.4407435205599,-0.8068553805599095,-0.9279344482
23.65,299.425693,299.490477,299.48415,299.42258,299.3019,299.46431,299.379545,299.41979,298.19389,299.28158,77.60239491239189,-0.8061468398918947,-0.9298977753
23.7,299.42833,299.493241,299.48689,299.42523,299.30435,299.46705,299.382121,299.42243,298.19415,299.28399,77.7640345010579,-0.8054264960579189,-0.9318609912
23.75,299.430967,299.496005,299.48963,299.42788,299.3068,299.46979,299.384697,299.42508,298.19441,299.2864,77.9256625577335,-0.804694620233505,-0.9338240948000001
23.8,299.433604,299.498768,299.49236,299.43052,299.30925,299.47252,299.387272,299.42772,298.19467,299.28882,78.08727880690151,-0.803950936901515,-0.9357870871
23.85,299.43624,299.501532,299.4951,299.43317,299.31169,299.47526,299.389848,299.43036,298.19494,299.29123,78.24888350884311,-0.8031957063431179,-0.9377499679000001
23.9,299.438876,299.504295,299.49783,299.43582,299.31414,299.47799,299.392423,299.43301,298.1952,299.29365,78.4104761474183,-0.8024284124183083,-0.9397127359999999
23.95,299.441512,299.507058,299.50057,299.43847,299.31659,299.48073,299.394998,299.43565,298.19546,299.29606,78.57205749394271,-0.8016498264427128,-0.9416753916
24.0,299.444147,299.50982,299.5033,299.44112,299.31903,299.48347,299.397573,299.43829,298.19573,299.29848,78.7336267618647,-0.8008591618647074,-0.9436379353
24.05,299.446783,299.512582,299.50604,299.44376,299.32148,299.4862,299.400147,299.44094,298.196,299.30089,78.8951844738771,-0.8000569413771075,-0.9456003662
24.1,299.449418,299.515344,299.50877,299.44641,299.32393,299.48894,299.402722,299.44358,298.19626,299.3033,79.05673035956829,-0.7992428945682946,-0.9475626841
24.15,299.452053,299.518106,299.51151,299.44906,299.32637,299.49167,299.405296,299.44622,298.19653,299.30572,79.21826469156109,-0.7984172940610961,-0.94952489
24.2,299.454688,299.520867,299.51424,299.45171,299.32882,299.4944,299.40787,299.44886,298.1968,299.30813,79.3797871928911,-0.7975798628911122,-0.9514869827
24.25,299.457322,299.523628,299.51697,299.45435,299.33127,299.49714,299.410444,299.4515,298.19707,299.31054,79.54129812528669,-0.7967308627867027,-0.9534489622
24.3,299.459956,299.526388,299.51971,299.457,299.33371,299.49987,299.413017,299.45415,298.19734,299.31295,79.70279722267792,-0.7958700276779211,-0.9554108282999999
24.35,299.46259,299.529149,299.52244,299.45964,299.33616,299.50261,299.41559,299.45679,298.19761,299.31537,79.86428448872309,-0.7949973612230963,-0.957372581
24.4,299.465224,299.531909,299.52517,299.46229,299.3386,299.50534,299.418164,299.45943,298.19788,299.31778,80.0257601705979,-0.7941131105979196,-0.9593342212
24.45,299.467857,299.53467,299.52791,299.46493,299.34105,299.50807,299.420737,299.46207,298.19815,299.32019,80.1872240153379,-0.7932170228379221,-0.9612957467
24.5,299.470491,299.537431,299.53064,299.46758,299.34349,299.51081,299.423309,299.46471,298.19842,299.3226,80.3486762795659,-0.7923093545659015,-0.9632571583999999
24.55,299.473124,299.540191,299.53337,299.47022,299.34594,299.51354,299.425882,299.46735,298.1987,299.32501,80.51011668487028,-0.7913898273702955,-0.9652184574
24.6,299.475757,299.542952,299.5361,299.47287,299.34838,299.51627,299.428454,299.46999,298.19897,299.32742,80.6715455118739,-0.7904587218739039,-0.9671796414
24.65,299.478389,299.545712,299.53883,299.47551,299.35082,299.51901,299.431026,299.47263,298.19925,299.32984,80.83296248361229,-0.7895157611123125,-0.9691407113999999
24.7,299.481022,299.548471,299.54156,299.47816,299.35327,299.52174,299.433598,299.47527,298.19952,299.33225,80.99436786326109,-0.7885612082611004,-0.9711016674
24.75,299.483654,299.551231,299.54429,299.4808,299.35571,299.52447,299.43617,299.47791,298.1998,299.33466,81.1557616479259,-0.7875950604259145,-0.9730625091
24.8,299.486286,299.55399,299.54702,299.48344,299.35816,299.5272,299.438741,299.48055,298.20008,299.33707,81.31714329601951,-0.786616776019514,-0.9750232365
24.85,299.488917,299.556749,299.54975,299.48609,299.3606,299.52994,299.441313,299.48318,298.20035,299.33948,81.4785136159631,-0.7856271634631042,-0.9769838485000001
24.9,299.491549,299.559507,299.55248,299.48873,299.36304,299.53267,299.443884,299.48582,298.20063,299.34189,81.63987206906391,-0.7846256840639256,-0.978944346
24.95,299.49418,299.562266,299.55521,299.49137,299.36548,299.5354,299.446455,299.48846,298.20091,299.3443,81.8012186415331,-0.7836123240331148,-0.9809047288999999
25.0,299.496811,299.565024,299.55794,299.49402,299.36793,299.53813,299.449025,299.4911,298.20119,299.34671,81.9625536059935,-0.7825873559935133,-0.9828649972
25.05,299.499442,299.567781,299.56067,299.49666,299.37037,299.54086,299.451596,299.49374,298.20147,299.34912,82.1238769595507,-0.7815507770507111,-0.9848251497
25.1,299.502072,299.570539,299.56339,299.4993,299.37281,299.54359,299.454166,299.49637,298.20175,299.35153,82.2851884346875,-0.7805023196874998,-0.9867851863
25.15,299.504703,299.573296,299.56612,299.50194,299.37525,299.54632,299.456736,299.49901,298.20204,299.35394,82.4464882851323,-0.779442237632324,-0.9887451089999999
25.2,299.507333,299.576053,299.56885,299.50458,299.37769,299.54905,299.459306,299.50165,298.20232,299.35635,82.60777652543791,-0.7783705454379231,-0.9907049146
25.25,299.509963,299.578809,299.57158,299.50722,299.38014,299.55178,299.461876,299.50428,298.2026,299.35875,82.76905286919269,-0.7772869566927056,-0.992664606
25.3,299.512592,299.581566,299.5743,299.50987,299.38258,299.55452,299.464445,299.50692,298.20289,299.36116,82.9303175904667,-0.7761917454667042,-0.9946241803
25.35,299.515222,299.584322,299.57703,299.51251,299.38502,299.55725,299.467014,299.50956,298.20317,299.36357,83.09157041084829,-0.7750846333482997,-0.9965836391
25.4,299.517851,299.587077,299.57975,299.51515,299.38746,299.55998,299.469583,299.51219,298.20346,299.36598,83.25281160151309,-0.7739658915131002,-0.9985429826
25.45,299.52048,299.589833,299.58248,299.51779,299.3899,299.5627,299.472152,299.51483,298.20375,299.36839,83.4140411610139,-0.7728355185139151,-1.0005022096
25.5,299.523108,299.592588,299.5852,299.52043,299.39234,299.56543,299.474721,299.51746,298.20403,299.37079,83.57525907845628,-0.7716935034562908,-1.0024613199
25.55,299.525737,299.595342,299.58793,299.52307,299.39478,299.56816,299.477289,299.5201,298.20432,299.3732,83.73646509287589,-0.7705395853759001,-1.0044203135
25.6,299.528365,299.598097,299.59065,299.52571,299.39722,299.57089,299.479857,299.52273,298.20461,299.37561,83.8976594594483,-0.769374019448307,-1.0063791913
25.65,299.530993,299.600851,299.59338,299.52835,299.39966,299.57362,299.482425,299.52537,298.2049,299.37802,84.0588419186563,-0.768196546156318,-1.0083379523
25.7,299.533621,299.603605,299.5961,299.53098,299.4021,299.57635,299.484993,299.528,298.20519,299.38042,84.2200129997455,-0.7670076947455158,-1.0102965963
25.75,299.536248,299.606359,299.59883,299.53362,299.40454,299.57908,299.487561,299.53064,298.20548,299.38283,84.3811721582343,-0.7658069207343203,-1.0122551241
25.8,299.538876,299.609112,299.60155,299.53626,299.40698,299.58181,299.490128,299.53327,298.20577,299.38524,84.5423193941227,-0.7645942241227033,-1.0142135369
25.85,299.541503,299.611865,299.60427,299.5389,299.40941,299.58454,299.492695,299.5359,298.20606,299.38764,84.70345524465631,-0.7633701421563188,-1.0161718233
25.9,299.54413,299.614618,299.607,299.54154,299.41185,299.58726,299.495262,299.53854,298.20636,299.39005,84.8645791733535,-0.7621341383535167,-1.0181300064999999
25.95,299.546756,299.617371,299.60972,299.54418,299.41429,299.58999,299.497829,299.54117,298.20665,299.39245,85.02569143683709,-0.7608864693371089,-1.0200880661
26.0,299.549383,299.620123,299.61244,299.54681,299.41673,299.59272,299.500396,299.5438,298.20695,299.39486,85.18679203365991,-0.7596271336599187,-1.0220460023
26.05,299.552009,299.622875,299.61516,299.54945,299.41917,299.59545,299.502962,299.54644,298.20724,299.39727,85.34788070141029,-0.7583558689103,-1.0240038247999999
26.1,299.554635,299.625626,299.61788,299.55209,299.42161,299.59818,299.505528,299.54907,298.20754,299.39967,85.50895796278111,-0.7570731977811107,-1.0259615336
26.15,299.557261,299.628378,299.62061,299.55472,299.42404,299.6009,299.508094,299.5517,298.20783,299.40208,85.67002328418509,-0.7557785866851106,-1.0279191186
26.2,299.559886,299.631129,299.62333,299.55736,299.42648,299.60363,299.51066,299.55433,298.20813,299.40448,85.83107693390352,-0.7544723039035262,-1.0298765898
26.25,299.562511,299.63388,299.62605,299.56,299.42892,299.60636,299.513225,299.55696,298.20843,299.40688,85.9921189039363,-0.7531543414363142,-1.0318339469
