time_s,t_eff_k,q_raw_w
1802.2,310.987,0.0
1802.3,310.986,0.0
1802.4,310.985,0.0
1802.5,310.984,0.0
1802.6,310.983,0.0
1802.7,310.982,0.0
1802.8,310.981,0.0
1802.9,310.979,0.0
1803.0,310.978,0.0
1803.1,310.977,0.0
1803.2,310.976,0.0
1803.3,310.975,0.0
1803.4,310.974,0.0
1803.5,310.973,0.0
1803.6,310.972,0.0
1803.7,310.971,0.0
1803.8,310.97,0.0
1803.9,310.969,0.0
1804.0,310.968,0.0
1804.1,310.967,0.0
1804.2,310.966,0.0
1804.3,310.965,0.0
1804.4,310.964,0.0
1804.5,310.963,0.0
1804.6,310.962,0.0
1804.7,310.961,0.0
1804.8,310.96,0.0
1804.9,310.959,0.0
1805.0,310.958,0.0
1805.1,310.957,0.0
1805.2,310.956,0.0
1805.3,310.954,0.0
1805.4,310.953,0.0
1805.5,310.952,0.0
1805.6,310.951,0.0
1805.7,310.95,0.0
1805.8,310.949,0.0
1805.9,310.948,0.0
1806.0,310.947,0.0
1806.1,310.946,0.0
1806.2,310.945,0.0
1806.3,310.944,0.0
1806.4,310.943,0.0
1806.5,310.942,0.0
1806.6,310.941,0.0
1806.7,310.94,0.0
1806.8,310.939,0.0
1806.9,310.938,0.0
1807.0,310.937,0.0
1807.1,310.936,0.0
1807.2,310.935,0.0
1807.3,310.934,0.0
1807.4,310.933,0.0
1807.5,310.932,0.0
1807.6,310.931,0.0
1807.7,310.93,0.0
1807.8,310.929,0.0
1807.9,310.927,0.0
1808.0,310.926,0.0
1808.1,310.925,0.0
1808.2,310.924,0.0
1808.3,310.923,0.0
1808.4,310.922,0.0
1808.5,310.921,0.0
1808.6,310.92,0.0
1808.7,310.919,0.0
1808.8,310.918,0.0
1808.9,310.917,0.0
1809.0,310.916,0.0
1809.1,310.915,0.0
1809.2,310.914,0.0
1809.3,310.913,0.0
1809.4,310.912,0.0
1809.5,310.911,0.0
1809.6,310.91,0.0
1809.7,310.909,0.0
1809.8,310.908,0.0
1809.9,310.907,0.0
1810.0,310.906,0.0
1810.1,310.905,0.0
1810.2,310.904,0.0
1810.3,310.903,0.0
1810.4,310.902,0.0
1810.5,310.901,0.0
1810.6,310.9,0.0
1810.7,310.898,0.0
1810.8,310.897,0.0
1810.9,310.896,0.0
1811.0,310.895,0.0
1811.1,310.894,-4.7e-05
1811.2,310.893,-9.5e-05
1811.3,310.892,-0.000143
1811.4,310.891,-0.00019
1811.5,310.89,-0.000237
1811.6,310.889,-0.000283
1811.7,310.888,-0.00033
1811.8,310.887,-0.000376
1811.9,310.886,-0.000422
1812.0,310.885,-0.000469
1812.1,310.884,-0.001325
1812.2,310.883,-0.002217
1812.3,310.882,-0.003104
1812.4,310.881,-0.00398
1812.5,310.88,-0.004847
1812.6,310.879,-0.005703
1812.7,310.878,-0.006549
1812.8,310.877,-0.007384
1812.9,310.876,-0.008209
1813.0,310.875,-0.009045
1813.1,310.874,-0.011376
1813.2,310.873,-0.013633
1813.3,310.871,-0.015792
1813.4,310.87,-0.017854
1813.5,310.869,-0.019815
1813.6,310.868,-0.021677
1813.7,310.867,-0.023438
1813.8,310.866,-0.025096
1813.9,310.865,-0.026651
1814.0,310.864,-0.028072
1814.1,310.863,-0.028721
1814.2,310.862,-0.029381
1814.3,310.861,-0.029948
1814.4,310.86,-0.03049
1814.5,310.859,-0.031008
1814.6,310.858,-0.0315
1814.7,310.856,-0.031968
1814.8,310.855,-0.032411
1814.9,310.854,-0.032828
1815.0,310.853,-0.033269
1815.1,310.852,-0.034068
1815.2,310.851,-0.034805
1815.3,310.85,-0.03543
1815.4,310.849,-0.035944
1815.5,310.848,-0.036345
1815.6,310.847,-0.036634
1815.7,310.846,-0.036808
1815.8,310.844,-0.036868
1815.9,310.843,-0.036813
1816.0,310.842,-0.036642
1816.1,310.841,-0.036223
1816.2,310.84,-0.035485
1816.3,310.839,-0.034425
1816.4,310.838,-0.033041
1816.5,310.837,-0.031332
1816.6,310.836,-0.029295
1816.7,310.835,-0.026927
1816.8,310.834,-0.024228
1816.9,310.833,-0.021195
1817.0,310.831,-0.01803
1817.1,310.83,-0.015909
1817.2,310.829,-0.013913
1817.3,310.828,-0.011841
1817.4,310.827,-0.009692
1817.5,310.826,-0.007466
1817.6,310.825,-0.005162
1817.7,310.824,-0.002781
1817.8,310.823,-0.000322
1817.9,310.822,0.002216
1818.0,310.821,0.00435
1818.1,310.82,-0.001175
1818.2,310.819,-0.00664
1818.3,310.818,-0.011555
1818.4,310.817,-0.015906
1818.5,310.816,-0.019682
1818.6,310.815,-0.022871
1818.7,310.814,-0.025464
1818.8,310.813,-0.02745
1818.9,310.812,-0.02882
1819.0,310.811,-0.029561
1819.1,310.809,-0.029686
1819.2,310.808,-0.029702
1819.3,310.807,-0.02961
1819.4,310.806,-0.02941
1819.5,310.805,-0.0291
1819.6,310.804,-0.028679
1819.7,310.803,-0.028146
1819.8,310.802,-0.0275
1819.9,310.801,-0.02674
1820.0,310.8,-0.025905
1820.1,310.799,-0.025416
1820.2,310.798,-0.024937
1820.3,310.797,-0.024428
1820.4,310.796,-0.023889
1820.5,310.794,-0.02332
1820.6,310.793,-0.022722
1820.7,310.792,-0.022093
1820.8,310.791,-0.021434
1820.9,310.79,-0.020746
1821.0,310.789,-0.020033
1821.1,310.788,-0.020697
1821.2,310.787,-0.021347
1821.3,310.786,-0.021977
1821.4,310.785,-0.022585
1821.5,310.784,-0.023172
1821.6,310.783,-0.023737
1821.7,310.782,-0.024281
1821.8,310.781,-0.024802
1821.9,310.78,-0.025301
1822.0,310.779,-0.025741
1822.1,310.777,-0.025512
1822.2,310.776,-0.025241
1822.3,310.775,-0.024963
1822.4,310.774,-0.024679
1822.5,310.773,-0.02439
1822.6,310.772,-0.024094
1822.7,310.771,-0.023792
1822.8,310.77,-0.023484
1822.9,310.769,-0.02317
1823.0,310.768,-0.022877
1823.1,310.767,-0.025346
1823.2,310.766,-0.027405
1823.3,310.765,-0.029019
1823.4,310.764,-0.030185
1823.5,310.763,-0.030897
1823.6,310.761,-0.031151
1823.7,310.76,-0.030941
1823.8,310.759,-0.030265
1823.9,310.758,-0.029117
1824.0,310.757,-0.027549
1824.1,310.756,-0.0278
1824.2,310.755,-0.028082
1824.3,310.754,-0.028338
1824.4,310.753,-0.028568
1824.5,310.752,-0.028769
1824.6,310.751,-0.028941
1824.7,310.75,-0.029081
1824.8,310.749,-0.029189
1824.9,310.748,-0.029263
1825.0,310.746,-0.029294
1825.1,310.745,-0.028785
1825.2,310.744,-0.02788
1825.3,310.743,-0.026585
1825.4,310.742,-0.024896
1825.5,310.741,-0.02281
1825.6,310.74,-0.020322
1825.7,310.739,-0.017431
1825.8,310.738,-0.014133
1825.9,310.737,-0.010426
1826.0,310.736,-0.00658
1826.1,310.735,-0.004014
1826.2,310.734,-0.001619
1826.3,310.733,0.000876
1826.4,310.732,0.003471
1826.5,310.731,0.006168
1826.6,310.73,0.008966
1826.7,310.729,0.011866
1826.8,310.728,0.014868
1826.9,310.727,0.017814
1827.0,310.726,0.020557
1827.1,310.725,0.023182
1827.2,310.724,0.02522
1827.3,310.723,0.027288
1827.4,310.722,0.029385
1827.5,310.721,0.031513
1827.6,310.72,0.03367
1827.7,310.719,0.035858
1827.8,310.718,0.038077
1827.9,310.717,0.040327
1828.0,310.716,0.042382
1828.1,310.715,0.042826
1828.2,310.714,0.043031
1828.3,310.713,0.04322
1828.4,310.712,0.043396
1828.5,310.711,0.043559
1828.6,310.71,0.04371
1828.7,310.709,0.043849
1828.8,310.709,0.043976
1828.9,310.708,0.044093
1829.0,310.707,0.043651
1829.1,310.706,0.038747
1829.2,310.705,0.033508
1829.3,310.704,0.028482
1829.4,310.703,0.023677
1829.5,310.702,0.019096
1829.6,310.701,0.014746
1829.7,310.7,0.01063
1829.8,310.699,0.006753
1829.9,310.698,0.003119
1830.0,310.697,-0.000256
1830.1,310.696,-0.001555
1830.2,310.695,-0.002805
1830.3,310.694,-0.004016
1830.4,310.693,-0.005187
1830.5,310.692,-0.006317
1830.6,310.691,-0.007406
1830.7,310.69,-0.008455
1830.8,310.689,-0.009462
1830.9,310.688,-0.010427
1831.0,310.687,-0.011333
1831.1,310.686,-0.011788
1831.2,310.684,-0.012215
1831.3,310.683,-0.012632
1831.4,310.682,-0.013037
1831.5,310.681,-0.013431
1831.6,310.68,-0.013815
1831.7,310.679,-0.014187
1831.8,310.678,-0.014549
1831.9,310.677,-0.0149
1832.0,310.676,-0.015182
1832.1,310.675,-0.015399
1832.2,310.674,-0.015554
1832.3,310.673,-0.015706
1832.4,310.672,-0.015855
1832.5,310.671,-0.016
1832.6,310.67,-0.016142
1832.7,310.669,-0.016281
1832.8,310.668,-0.016418
1832.9,310.667,-0.016551
1833.0,310.666,-0.016708
1833.1,310.665,-0.01732
1833.2,310.664,-0.017894
1833.3,310.663,-0.018404
1833.4,310.662,-0.018849
1833.5,310.661,-0.019229
1833.6,310.659,-0.019543
1833.7,310.658,-0.01979
1833.8,310.657,-0.019967
1833.9,310.656,-0.020075
1834.0,310.655,-0.020112
1834.1,310.654,-0.020075
1834.2,310.653,-0.019958
1834.3,310.652,-0.01976
1834.4,310.651,-0.019482
1834.5,310.65,-0.019122
1834.6,310.649,-0.018679
1834.7,310.648,-0.018154
1834.8,310.647,-0.017546
1834.9,310.646,-0.016853
1835.0,310.645,-0.016049
1835.1,310.644,-0.015022
1835.2,310.643,-0.013847
1835.3,310.642,-0.012549
1835.4,310.641,-0.011129
1835.5,310.64,-0.009583
1835.6,310.639,-0.007913
1835.7,310.638,-0.006116
1835.8,310.637,-0.004193
1835.9,310.636,-0.002141
1836.0,310.635,-0.0
1836.1,310.634,0.0
1836.2,310.633,0.0
1836.3,310.632,0.0
1836.4,310.63,0.0
1836.5,310.629,0.0
1836.6,310.628,0.0
1836.7,310.627,0.0
1836.8,310.626,0.0
1836.9,310.625,0.0
1837.0,310.624,0.0
1837.1,310.623,0.0
1837.2,310.622,0.0
1837.3,310.621,0.0
1837.4,310.62,0.0
1837.5,310.619,0.0
1837.6,310.618,0.0
1837.7,310.617,0.0
1837.8,310.616,0.0
1837.9,310.615,0.0
1838.0,310.614,0.0
1838.1,310.613,0.0
1838.2,310.612,0.0
1838.3,310.611,0.0
1838.4,310.61,0.0
1838.5,310.609,0.0
1838.6,310.608,0.0
1838.7,310.607,0.0
1838.8,310.606,0.0
1838.9,310.605,0.0
1839.0,310.604,0.0
1839.1,310.603,0.0
1839.2,310.602,0.0
1839.3,310.601,0.0
1839.4,310.6,0.0
1839.5,310.599,0.0
1839.6,310.598,0.0
1839.7,310.597,0.0
1839.8,310.596,0.0
1839.9,310.595,0.0
1840.0,310.594,0.0
1840.1,310.593,0.0
1840.2,310.592,0.0
1840.3,310.591,0.0
1840.4,310.59,0.0
1840.5,310.589,0.0
1840.6,310.588,0.0
1840.7,310.587,0.0
1840.8,310.586,0.0
1840.9,310.585,0.0
1841.0,310.584,0.0
1841.1,310.583,0.0
1841.2,310.582,0.0
1841.3,310.581,0.0
1841.4,310.58,0.0
1841.5,310.579,0.0
1841.6,310.578,0.0
1841.7,310.577,0.0
1841.8,310.576,0.0
1841.9,310.575,0.0
1842.0,310.574,0.0
1842.1,310.573,0.0
1842.2,310.572,0.0
1842.3,310.571,0.0
1842.4,310.57,0.0
1842.5,310.569,0.0
1842.6,310.568,0.0
1842.7,310.567,0.0
1842.8,310.566,0.0
1842.9,310.565,0.0
1843.0,310.564,0.0
1843.1,310.563,0.0
1843.2,310.562,0.0
1843.3,310.561,0.0
1843.4,310.56,0.0
1843.5,310.559,0.0
1843.6,310.558,0.0
1843.7,310.557,0.0
1843.8,310.556,0.0
1843.9,310.555,0.0
1844.0,310.554,0.0
1844.1,310.553,0.0
1844.2,310.552,0.0
1844.3,310.551,0.0
1844.4,310.55,0.0
1844.5,310.549,0.0
1844.6,310.548,0.0
1844.7,310.547,0.0
1844.8,310.546,0.0
1844.9,310.545,0.0
1845.0,310.544,0.0
1845.1,310.543,0.0
1845.2,310.542,0.0
1845.3,310.541,0.0
1845.4,310.54,0.0
1845.5,310.539,0.0
1845.6,310.538,0.0
1845.7,310.537,0.0
1845.8,310.536,0.0
1845.9,310.535,0.0
1846.0,310.534,0.0
1846.1,310.533,0.0
1846.2,310.532,0.0
1846.3,310.531,0.0
1846.4,310.53,0.0
1846.5,310.529,0.0
1846.6,310.528,0.0
1846.7,310.527,0.0
1846.8,310.526,0.0
1846.9,310.525,0.0
1847.0,310.524,0.0
1847.1,310.523,0.0
1847.2,310.522,0.0
1847.3,310.521,0.0
1847.4,310.52,0.0
1847.5,310.519,0.0
1847.6,310.518,0.0
1847.7,310.517,0.0
1847.8,310.516,0.0
1847.9,310.515,0.0
1848.0,310.514,0.0
1848.1,310.513,-0.000928
1848.2,310.512,-0.001883
1848.3,310.511,-0.00283
1848.4,310.51,-0.003764
1848.5,310.509,-0.004685
1848.6,310.508,-0.005593
1848.7,310.507,-0.006488
1848.8,310.506,-0.00737
1848.9,310.505,-0.008238
1849.0,310.504,-0.009069
1849.1,310.503,-0.008287
1849.2,310.502,-0.007468
1849.3,310.5,-0.006635
1849.4,310.499,-0.005789
1849.5,310.498,-0.004929
1849.6,310.497,-0.004056
1849.7,310.496,-0.003168
1849.8,310.495,-0.002266
1849.9,310.494,-0.001349
1850.0,310.493,-0.000439
1850.1,310.492,-0.000396
1850.2,310.491,-0.000353
1850.3,310.49,-0.00031
1850.4,310.489,-0.000267
1850.5,310.488,-0.000224
1850.6,310.487,-0.000179
1850.7,310.486,-0.000135
1850.8,310.485,-9e-05
1850.9,310.484,-4.5e-05
1851.0,310.483,-0.0
1851.1,310.482,0.0
1851.2,310.481,0.0
1851.3,310.48,0.0
1851.4,310.479,0.0
1851.5,310.478,0.0
1851.6,310.477,0.0
1851.7,310.476,0.0
1851.8,310.475,0.0
1851.9,310.474,0.0
1852.0,310.473,0.0
1852.1,310.472,0.0
1852.2,310.471,0.0
1852.3,310.47,0.0
1852.4,310.469,0.0
1852.5,310.468,0.0
1852.6,310.467,0.0
1852.7,310.466,0.0
1852.8,310.465,0.0
1852.9,310.464,0.0
1853.0,310.463,0.0
1853.1,310.462,-0.000452
1853.2,310.461,-0.000904
1853.3,310.46,-0.001368
1853.4,310.459,-0.001834
1853.5,310.458,-0.002297
1853.6,310.457,-0.002758
1853.7,310.456,-0.003217
1853.8,310.455,-0.003673
1853.9,310.454,-0.004126
1854.0,310.453,-0.004573
1854.1,310.452,-0.004724
1854.2,310.451,-0.004872
1854.3,310.45,-0.005019
1854.4,310.449,-0.005166
1854.5,310.448,-0.005313
1854.6,310.447,-0.005459
1854.7,310.446,-0.005606
1854.8,310.445,-0.005752
1854.9,310.444,-0.005898
1855.0,310.443,-0.006027
1855.1,310.442,-0.006047
1855.2,310.441,-0.00605
1855.3,310.44,-0.006053
1855.4,310.439,-0.006056
1855.5,310.438,-0.006059
1855.6,310.437,-0.006062
1855.7,310.436,-0.006065
1855.8,310.435,-0.006068
1855.9,310.434,-0.006082
1856.0,310.433,-0.006099
1856.1,310.432,-0.006528
1856.2,310.431,-0.006979
1856.3,310.43,-0.007426
1856.4,310.429,-0.007871
1856.5,310.428,-0.008313
1856.6,310.427,-0.008751
1856.7,310.426,-0.009186
1856.8,310.425,-0.009618
1856.9,310.424,-0.010047
1857.0,310.423,-0.010468
1857.1,310.422,-0.010506
1857.2,310.421,-0.01054
1857.3,310.42,-0.010573
1857.4,310.419,-0.010606
1857.5,310.418,-0.01064
1857.6,310.417,-0.010673
1857.7,310.416,-0.010707
1857.8,310.415,-0.01074
1857.9,310.414,-0.010774
1858.0,310.413,-0.010808
1858.1,310.412,-0.01345
1858.2,310.411,-0.015956
1858.3,310.41,-0.018326
1858.4,310.409,-0.020557
1858.5,310.408,-0.022648
1858.6,310.407,-0.024598
1858.7,310.406,-0.026404
1858.8,310.405,-0.028067
1858.9,310.404,-0.029584
1859.0,310.403,-0.030856
1859.1,310.402,-0.029882
1859.2,310.401,-0.028751
1859.3,310.4,-0.02756
1859.4,310.399,-0.02631
1859.5,310.398,-0.024997
1859.6,310.397,-0.023622
1859.7,310.396,-0.022182
1859.8,310.395,-0.020676
1859.9,310.393,-0.019104
1860.0,310.392,-0.017489
1860.1,310.391,-0.017538
1860.2,310.39,-0.017612
1860.3,310.389,-0.017685
1860.4,310.388,-0.017758
1860.5,310.387,-0.017831
1860.6,310.386,-0.017903
1860.7,310.385,-0.017975
1860.8,310.384,-0.018046
1860.9,310.383,-0.018117
1861.0,310.382,-0.018145
1861.1,310.381,-0.017775
1861.2,310.38,-0.017359
1861.3,310.379,-0.016938
1861.4,310.378,-0.016513
1861.5,310.377,-0.016084
1861.6,310.376,-0.015651
1861.7,310.375,-0.015213
1861.8,310.374,-0.014771
1861.9,310.373,-0.014325
1862.0,310.372,-0.01391
1862.1,310.371,-0.014966
1862.2,310.37,-0.016031
1862.3,310.369,-0.017069
1862.4,310.368,-0.018081
1862.5,310.367,-0.019065
1862.6,310.366,-0.020023
1862.7,310.365,-0.020953
1862.8,310.364,-0.021856
1862.9,310.363,-0.02273
1863.0,310.362,-0.023521
1863.1,310.361,-0.023389
1863.2,310.36,-0.023202
1863.3,310.359,-0.023015
1863.4,310.358,-0.022827
1863.5,310.357,-0.022636
1863.6,310.356,-0.022444
1863.7,310.355,-0.022252
1863.8,310.354,-0.022059
1863.9,310.353,-0.021869
1864.0,310.352,-0.021676
1864.1,310.351,-0.021115
1864.2,310.35,-0.020539
1864.3,310.349,-0.019955
1864.4,310.347,-0.019362
1864.5,310.346,-0.01876
1864.6,310.345,-0.018148
1864.7,310.344,-0.017528
1864.8,310.343,-0.016898
1864.9,310.342,-0.016259
1865.0,310.341,-0.015636
1865.1,310.34,-0.015639
1865.2,310.339,-0.015669
1865.3,310.338,-0.015704
1865.4,310.337,-0.015739
1865.5,310.336,-0.015774
1865.6,310.335,-0.015808
1865.7,310.334,-0.015842
1865.8,310.333,-0.015876
1865.9,310.332,-0.015902
1866.0,310.331,-0.015942
1866.1,310.33,-0.018942
1866.2,310.329,-0.021725
1866.3,310.328,-0.024276
1866.4,310.327,-0.026601
1866.5,310.326,-0.02871
1866.6,310.325,-0.030563
1866.7,310.324,-0.032118
1866.8,310.323,-0.03344
1866.9,310.322,-0.034525
1867.0,310.321,-0.035371
1867.1,310.32,-0.035938
1867.2,310.319,-0.036243
1867.3,310.318,-0.036388
1867.4,310.317,-0.036351
1867.5,310.316,-0.036131
1867.6,310.315,-0.035725
1867.7,310.314,-0.03513
1867.8,310.313,-0.034346
1867.9,310.312,-0.033387
1868.0,310.31,-0.032243
1868.1,310.309,-0.031055
1868.2,310.308,-0.029816
1868.3,310.307,-0.028454
1868.4,310.306,-0.026969
1868.5,310.305,-0.025362
1868.6,310.304,-0.02363
1868.7,310.303,-0.021774
1868.8,310.302,-0.019815
1868.9,310.301,-0.017734
1869.0,310.3,-0.015531
1869.1,310.299,-0.013704
1869.2,310.298,-0.011889
1869.3,310.297,-0.010012
1869.4,310.296,-0.008071
1869.5,310.295,-0.006068
1869.6,310.294,-0.004001
1869.7,310.293,-0.001871
1869.8,310.292,0.000273
1869.9,310.291,0.002424
1870.0,310.29,0.004633
1870.1,310.289,0.005325
1870.2,310.288,0.005737
1870.3,310.287,0.006136
1870.4,310.286,0.006524
1870.5,310.285,0.0069
1870.6,310.284,0.007265
1870.7,310.283,0.00762
1870.8,310.282,0.007964
1870.9,310.281,0.0083
1871.0,310.28,0.008295
1871.1,310.28,0.006158
1871.2,310.279,0.003767
1871.3,310.278,0.001452
1871.4,310.277,-0.000782
1871.5,310.276,-0.002934
1871.6,310.275,-0.005
1871.7,310.274,-0.006979
1871.8,310.273,-0.008853
1871.9,310.272,-0.010566
1872.0,310.271,-0.012193
1872.1,310.27,-0.013727
1872.2,310.269,-0.015021
1872.3,310.268,-0.016243
1872.4,310.267,-0.017394
1872.5,310.266,-0.01847
1872.6,310.265,-0.019472
1872.7,310.264,-0.020408
1872.8,310.263,-0.021268
1872.9,310.262,-0.022034
1873.0,310.261,-0.022675
1873.1,310.259,-0.022846
1873.2,310.258,-0.022979
1873.3,310.257,-0.023107
1873.4,310.256,-0.023229
1873.5,310.255,-0.023346
1873.6,310.254,-0.023458
1873.7,310.253,-0.023565
1873.8,310.252,-0.023668
1873.9,310.251,-0.023765
1874.0,310.25,-0.023848
1874.1,310.249,-0.023697
1874.2,310.248,-0.023523
1874.3,310.247,-0.023334
1874.4,310.246,-0.023132
1874.5,310.245,-0.022917
1874.6,310.244,-0.022688
1874.7,310.243,-0.022446
1874.8,310.242,-0.022185
1874.9,310.241,-0.021911
1875.0,310.24,-0.021622
1875.1,310.239,-0.02132
1875.2,310.238,-0.020993
1875.3,310.237,-0.020647
1875.4,310.236,-0.020287
1875.5,310.235,-0.019911
1875.6,310.234,-0.019521
1875.7,310.233,-0.019116
1875.8,310.232,-0.018696
1875.9,310.231,-0.018261
1876.0,310.23,-0.017915
1876.1,310.229,-0.018186
1876.2,310.228,-0.018548
1876.3,310.227,-0.018901
1876.4,310.226,-0.019243
1876.5,310.225,-0.019574
1876.6,310.224,-0.019893
1876.7,310.223,-0.020199
1876.8,310.222,-0.020494
1876.9,310.221,-0.020788
1877.0,310.22,-0.0211
1877.1,310.219,-0.021698
1877.2,310.218,-0.022246
1877.3,310.217,-0.022686
1877.4,310.216,-0.023016
1877.5,310.215,-0.023233
1877.6,310.214,-0.023338
1877.7,310.213,-0.023328
1877.8,310.212,-0.023201
1877.9,310.211,-0.022956
1878.0,310.21,-0.022575
1878.1,310.209,-0.021958
1878.2,310.208,-0.021132
1878.3,310.207,-0.020114
1878.4,310.206,-0.018902
1878.5,310.205,-0.017493
1878.6,310.204,-0.015885
1878.7,310.203,-0.014078
1878.8,310.202,-0.012068
1878.9,310.201,-0.009855
1879.0,310.2,-0.007438
1879.1,310.199,-0.00742
1879.2,310.198,-0.007403
1879.3,310.197,-0.007385
1879.4,310.196,-0.007365
1879.5,310.195,-0.007345
1879.6,310.194,-0.007324
1879.7,310.193,-0.007302
1879.8,310.192,-0.007279
1879.9,310.191,-0.007255
1880.0,310.19,-0.007217
1880.1,310.189,-0.006574
1880.2,310.188,-0.005902
1880.3,310.187,-0.005215
1880.4,310.186,-0.004513
1880.5,310.185,-0.003794
1880.6,310.184,-0.003061
1880.7,310.183,-0.002312
1880.8,310.182,-0.001547
1880.9,310.181,-0.000767
1881.0,310.18,-0.0
1881.1,310.179,-0.001479
1881.2,310.178,-0.00295
1881.3,310.177,-0.004383
1881.4,310.176,-0.005778
1881.5,310.175,-0.007134
1881.6,310.174,-0.00845
1881.7,310.173,-0.009726
1881.8,310.172,-0.01096
1881.9,310.171,-0.012154
1882.0,310.17,-0.013278
1882.1,310.169,-0.013295
1882.2,310.168,-0.013285
1882.3,310.167,-0.013275
1882.4,310.166,-0.013265
1882.5,310.165,-0.013255
1882.6,310.164,-0.013245
1882.7,310.163,-0.013234
1882.8,310.162,-0.013224
1882.9,310.161,-0.013214
1883.0,310.16,-0.013198
1883.1,310.159,-0.012079
1883.2,310.158,-0.010912
1883.3,310.157,-0.009701
1883.4,310.156,-0.008447
1883.5,310.155,-0.007148
1883.6,310.154,-0.005805
1883.7,310.153,-0.004416
1883.8,310.152,-0.002981
1883.9,310.151,-0.001501
1884.0,310.15,-0.0
1884.1,310.149,-0.000112
1884.2,310.148,-0.000223
1884.3,310.147,-0.000332
1884.4,310.146,-0.000444
1884.5,310.145,-0.000558
1884.6,310.144,-0.000673
1884.7,310.143,-0.00079
1884.8,310.142,-0.000907
1884.9,310.141,-0.001024
1885.0,310.14,-0.001139
1885.1,310.14,-0.001027
1885.2,310.139,-0.000913
1885.3,310.138,-0.000797
1885.4,310.137,-0.000682
1885.5,310.136,-0.000567
1885.6,310.135,-0.000453
1885.7,310.134,-0.000339
1885.8,310.133,-0.000228
1885.9,310.132,-0.000115
1886.0,310.131,-0.0
1886.1,310.13,-0.000871
1886.2,310.129,-0.001757
1886.3,310.128,-0.002633
1886.4,310.127,-0.003496
1886.5,310.126,-0.004349
1886.6,310.125,-0.00519
1886.7,310.124,-0.006018
1886.8,310.123,-0.006835
1886.9,310.122,-0.00764
1887.0,310.121,-0.008421
1887.1,310.12,-0.007651
1887.2,310.119,-0.006857
1887.3,310.118,-0.006048
1887.4,310.117,-0.005225
1887.5,310.116,-0.004388
1887.6,310.115,-0.003535
1887.7,310.114,-0.002668
1887.8,310.113,-0.001786
1887.9,310.112,-0.000888
1888.0,310.111,-0.0
1888.1,310.11,0.0
1888.2,310.109,0.0
1888.3,310.108,0.0
1888.4,310.107,0.0
1888.5,310.106,0.0
1888.6,310.105,0.0
1888.7,310.104,0.0
1888.8,310.103,0.0
1888.9,310.102,0.0
1889.0,310.101,0.0
1889.1,310.101,0.0
1889.2,310.1,0.0
1889.3,310.099,0.0
1889.4,310.098,0.0
1889.5,310.097,0.0
1889.6,310.096,0.0
1889.7,310.095,0.0
1889.8,310.094,0.0
1889.9,310.093,0.0
1890.0,310.092,0.0
1890.1,310.091,0.0
1890.2,310.09,0.0
1890.3,310.089,0.0
1890.4,310.088,0.0
1890.5,310.087,0.0
1890.6,310.086,0.0
1890.7,310.085,0.0
1890.8,310.084,0.0
1890.9,310.083,0.0
1891.0,310.082,0.0
1891.1,310.081,0.0
1891.2,310.08,0.0
1891.3,310.079,0.0
1891.4,310.078,0.0
1891.5,310.077,0.0
1891.6,310.076,0.0
1891.7,310.075,0.0
1891.8,310.074,0.0
1891.9,310.073,0.0
1892.0,310.072,0.0
1892.1,310.071,0.0
1892.2,310.071,0.0
1892.3,310.07,0.0
1892.4,310.069,0.0
1892.5,310.068,0.0
1892.6,310.067,0.0
1892.7,310.066,0.0
1892.8,310.065,0.0
1892.9,310.064,0.0
1893.0,310.063,0.0
1893.1,310.062,0.0
1893.2,310.061,0.0
1893.3,310.06,0.0
1893.4,310.059,0.0
1893.5,310.058,0.0
1893.6,310.057,0.0
1893.7,310.056,0.0
1893.8,310.055,0.0
1893.9,310.054,0.0
1894.0,310.053,0.0
1894.1,310.052,0.0
1894.2,310.051,0.0
1894.3,310.05,0.0
1894.4,310.049,0.0
1894.5,310.048,0.0
1894.6,310.047,0.0
1894.7,310.046,0.0
1894.8,310.045,0.0
1894.9,310.044,0.0
1895.0,310.043,0.0
1895.1,310.042,0.0
1895.2,310.042,0.0
1895.3,310.041,0.0
1895.4,310.04,0.0
1895.5,310.039,0.0
1895.6,310.038,0.0
1895.7,310.037,0.0
1895.8,310.036,0.0
1895.9,310.035,0.0
1896.0,310.034,0.0
1896.1,310.033,0.0
1896.2,310.032,0.0
1896.3,310.031,0.0
1896.4,310.03,0.0
1896.5,310.029,0.0
1896.6,310.028,0.0
1896.7,310.027,0.0
1896.8,310.026,0.0
1896.9,310.025,0.0
1897.0,310.024,0.0
1897.1,310.023,0.0
1897.2,310.022,0.0
1897.3,310.021,0.0
1897.4,310.02,0.0
1897.5,310.019,0.0
1897.6,310.018,0.0
1897.7,310.017,0.0
1897.8,310.016,0.0
1897.9,310.016,0.0
1898.0,310.015,0.0
1898.1,310.014,0.0
1898.2,310.013,0.0
1898.3,310.012,0.0
1898.4,310.011,0.0
1898.5,310.01,0.0
1898.6,310.009,0.0
1898.7,310.008,0.0
1898.8,310.007,0.0
1898.9,310.006,0.0
1899.0,310.005,0.0
1899.1,310.004,0.0
1899.2,310.003,0.0
1899.3,310.002,0.0
1899.4,310.001,0.0
1899.5,310.0,0.0
1899.6,309.999,0.0
1899.7,309.998,0.0
1899.8,309.997,0.0
1899.9,309.996,0.0
1900.0,309.995,0.0
1900.1,309.994,0.0
1900.2,309.993,0.0
1900.3,309.992,0.0
1900.4,309.991,0.0
