time_s,t_eff_k,q_raw_w
851.4,298.237,0.124837
851.5,298.238,0.125464
851.6,298.238,0.126098
851.7,298.238,0.126739
851.8,298.238,0.127391
851.9,298.238,0.128062
852.0,298.239,0.128738
852.1,298.239,0.129421
852.2,298.239,0.13011
852.3,298.239,0.130805
852.4,298.239,0.131501
852.5,298.24,0.132162
852.6,298.24,0.132829
852.7,298.24,0.1335
852.8,298.24,0.134175
852.9,298.241,0.134855
853.0,298.241,0.13554
853.1,298.241,0.133121
853.2,298.241,0.130119
853.3,298.241,0.127067
853.4,298.242,0.124039
853.5,298.242,0.121036
853.6,298.242,0.118059
853.7,298.242,0.115295
853.8,298.242,0.11256
853.9,298.243,0.109849
854.0,298.243,0.106751
854.1,298.243,0.102527
854.2,298.243,0.097998
854.3,298.243,0.093534
854.4,298.243,0.088979
854.5,298.244,0.084741
854.6,298.244,0.080589
854.7,298.244,0.076524
854.8,298.244,0.072549
854.9,298.244,0.068662
855.0,298.244,0.065269
855.1,298.244,0.065098
855.2,298.244,0.06501
855.3,298.245,0.064927
855.4,298.245,0.06485
855.5,298.245,0.064778
855.6,298.245,0.064711
855.7,298.245,0.064647
855.8,298.245,0.064874
855.9,298.245,0.06503
856.0,298.245,0.065384
856.1,298.245,0.077338
856.2,298.245,0.090852
856.3,298.246,0.105463
856.4,298.246,0.121178
856.5,298.246,0.138004
856.6,298.246,0.155932
856.7,298.246,0.174984
856.8,298.247,0.195168
856.9,298.247,0.216356
857.0,298.247,0.237366
857.1,298.248,0.249258
857.2,298.248,0.259092
857.3,298.249,0.269352
857.4,298.249,0.279949
857.5,298.25,0.290757
857.6,298.25,0.301775
857.7,298.251,0.312841
857.8,298.251,0.323969
857.9,298.252,0.335298
858.0,298.252,0.34598
858.1,298.253,0.341541
858.2,298.253,0.335898
858.3,298.254,0.330224
858.4,298.254,0.324553
858.5,298.255,0.318889
858.6,298.256,0.313395
858.7,298.256,0.307931
858.8,298.257,0.30248
858.9,298.257,0.297044
859.0,298.258,0.290818
859.1,298.258,0.281872
859.2,298.259,0.273025
859.3,298.259,0.264281
859.4,298.259,0.255277
859.5,298.26,0.246246
859.6,298.26,0.237675
859.7,298.261,0.229223
859.8,298.261,0.220895
859.9,298.261,0.212691
860.0,298.262,0.205571
860.1,298.262,0.225746
860.2,298.262,0.247756
860.3,298.263,0.270793
860.4,298.263,0.294908
860.5,298.264,0.320126
860.6,298.264,0.346452
860.7,298.265,0.373892
860.8,298.266,0.402452
860.9,298.266,0.432137
861.0,298.267,0.46342
861.1,298.268,0.501801
861.2,298.269,0.54231
861.3,298.27,0.584486
861.4,298.27,0.628337
861.5,298.272,0.673868
861.6,298.273,0.721087
861.7,298.274,0.769998
861.8,298.275,0.820608
861.9,298.277,0.872923
862.0,298.278,0.920263
862.1,298.28,0.880796
862.2,298.281,0.835617
862.3,298.282,0.791413
862.4,298.284,0.748213
862.5,298.285,0.70604
862.6,298.286,0.664918
862.7,298.287,0.624871
862.8,298.288,0.58592
862.9,298.289,0.548084
863.0,298.29,0.511417
863.1,298.291,0.486845
863.2,298.292,0.462835
863.3,298.293,0.43936
863.4,298.294,0.416427
863.5,298.294,0.394045
863.6,298.295,0.372221
863.7,298.296,0.350961
863.8,298.296,0.330273
863.9,298.297,0.310162
864.0,298.297,0.291512
864.1,298.298,0.294513
864.2,298.298,0.298448
864.3,298.299,0.302442
864.4,298.299,0.306496
864.5,298.3,0.310611
864.6,298.3,0.31478
864.7,298.301,0.319006
864.8,298.301,0.323287
864.9,298.302,0.328403
865.0,298.302,0.333929
865.1,298.303,0.353768
865.2,298.303,0.376292
865.3,298.304,0.399594
865.4,298.305,0.423676
865.5,298.305,0.448542
865.6,298.306,0.474195
865.7,298.307,0.500638
865.8,298.308,0.527874
865.9,298.309,0.555906
866.0,298.31,0.583888
866.1,298.311,0.598595
866.2,298.312,0.612635
866.3,298.313,0.626856
866.4,298.314,0.641259
866.5,298.315,0.655842
866.6,298.316,0.670606
866.7,298.317,0.685552
866.8,298.318,0.700678
866.9,298.319,0.715987
867.0,298.321,0.726731
867.1,298.322,0.697222
867.2,298.323,0.663666
867.3,298.324,0.630806
867.4,298.325,0.598658
867.5,298.326,0.567237
867.6,298.327,0.536557
867.7,298.328,0.50663
867.8,298.329,0.477468
867.9,298.33,0.449084
868.0,298.33,0.422401
868.1,298.331,0.396495
868.2,298.332,0.371341
868.3,298.332,0.347058
868.4,298.333,0.323731
868.5,298.333,0.30116
868.6,298.334,0.279352
868.7,298.334,0.258316
868.8,298.335,0.238058
868.9,298.335,0.218584
869.0,298.336,0.200778
869.1,298.336,0.194034
869.2,298.336,0.188254
869.3,298.336,0.182564
869.4,298.337,0.176964
869.5,298.337,0.171452
869.6,298.337,0.166028
869.7,298.338,0.160692
869.8,298.338,0.155728
869.9,298.338,0.150974
870.0,298.338,0.146295
870.1,298.339,0.142284
870.2,298.339,0.139392
870.3,298.339,0.136535
870.4,298.339,0.133712
870.5,298.339,0.130922
870.6,298.34,0.128165
870.7,298.34,0.125441
870.8,298.34,0.122749
870.9,298.34,0.120088
871.0,298.34,0.117984
871.1,298.341,0.116848
871.2,298.341,0.116245
871.3,298.341,0.115651
871.4,298.341,0.115066
871.5,298.341,0.11449
871.6,298.342,0.113922
871.7,298.342,0.113361
871.8,298.342,0.112808
871.9,298.342,0.112261
872.0,298.342,0.110897
872.1,298.342,0.107213
872.2,298.343,0.102791
872.3,298.343,0.098453
872.4,298.343,0.0942
872.5,298.343,0.090032
872.6,298.343,0.085951
872.7,298.343,0.081955
872.8,298.343,0.078047
872.9,298.344,0.074227
873.0,298.344,0.069944
873.1,298.344,0.065259
873.2,298.344,0.060213
873.3,298.344,0.055357
873.4,298.344,0.050693
873.5,298.344,0.046221
873.6,298.344,0.041942
873.7,298.344,0.03786
873.8,298.344,0.033973
873.9,298.344,0.030284
874.0,298.344,0.026762
874.1,298.344,0.023427
874.2,298.344,0.0203
874.3,298.344,0.01738
874.4,298.344,0.014669
874.5,298.344,0.012164
874.6,298.344,0.009869
874.7,298.344,0.007788
874.8,298.344,0.00592
874.9,298.344,0.004267
875.0,298.344,0.00285
875.1,298.344,0.001907
875.2,298.344,0.0011
875.3,298.344,0.000407
875.4,298.344,-0.000169
875.5,298.344,-0.000629
875.6,298.344,-0.000973
875.7,298.344,-0.001201
875.8,298.344,-0.001312
875.9,298.344,-0.001306
876.0,298.344,-0.001183
876.1,298.344,-0.001467
876.2,298.344,-0.001455
876.3,298.344,-0.001142
876.4,298.344,-0.000525
876.5,298.344,0.0004
876.6,298.344,0.001636
876.7,298.344,0.003188
876.8,298.344,0.005059
876.9,298.344,0.007251
877.0,298.344,0.009774
877.1,298.344,0.012639
877.2,298.344,0.01584
877.3,298.344,0.019381
877.4,298.344,0.023264
877.5,298.344,0.027489
877.6,298.344,0.032059
877.7,298.344,0.036976
877.8,298.344,0.042216
877.9,298.344,0.04767
878.0,298.344,0.053459
878.1,298.344,0.059003
878.2,298.344,0.064417
878.3,298.345,0.070073
878.4,298.345,0.075973
878.5,298.345,0.082119
878.6,298.345,0.08851
878.7,298.345,0.095148
878.8,298.345,0.102035
878.9,298.345,0.10917
879.0,298.345,0.116093
879.1,298.346,0.098531
879.2,298.346,0.081931
879.3,298.346,0.066774
879.4,298.346,0.053079
879.5,298.346,0.040864
879.6,298.346,0.030147
879.7,298.346,0.020942
879.8,298.346,0.013267
879.9,298.346,0.007135
880.0,298.346,0.002629
880.1,298.346,0.002306
880.2,298.346,0.002056
880.3,298.346,0.001813
880.4,298.346,0.001577
880.5,298.346,0.001347
880.6,298.346,0.001124
880.7,298.346,0.000906
880.8,298.346,0.000694
880.9,298.346,0.000488
881.0,298.346,0.000316
881.1,298.346,0.003487
881.2,298.346,0.008003
881.3,298.346,0.013849
881.4,298.346,0.021038
881.5,298.346,0.029582
881.6,298.346,0.039492
881.7,298.346,0.05078
881.8,298.346,0.063456
881.9,298.346,0.077529
882.0,298.346,0.092508
882.1,298.346,0.093235
882.2,298.347,0.093448
882.3,298.347,0.093649
882.4,298.347,0.093839
882.5,298.347,0.094018
882.6,298.347,0.094187
882.7,298.347,0.094347
882.8,298.347,0.094498
882.9,298.348,0.094641
883.0,298.348,0.095378
883.1,298.348,0.0966
883.2,298.348,0.098438
883.3,298.348,0.100291
883.4,298.348,0.102161
883.5,298.348,0.104048
883.6,298.349,0.105951
883.7,298.349,0.10787
883.8,298.349,0.109865
883.9,298.349,0.112037
884.0,298.349,0.114231
884.1,298.349,0.117658
884.2,298.35,0.121654
884.3,298.35,0.125724
884.4,298.35,0.129866
884.5,298.35,0.134082
884.6,298.35,0.138371
884.7,298.351,0.142734
884.8,298.351,0.147171
884.9,298.351,0.151681
885.0,298.351,0.155551
885.1,298.352,0.154682
885.2,298.352,0.153093
885.3,298.352,0.151499
885.4,298.352,0.149901
885.5,298.353,0.148298
885.6,298.353,0.146692
885.7,298.353,0.145083
885.8,298.353,0.14346
885.9,298.353,0.141794
886.0,298.354,0.140127
886.1,298.354,0.13846
886.2,298.354,0.136795
886.3,298.354,0.13511
886.4,298.355,0.133402
886.5,298.355,0.131696
886.6,298.355,0.129994
886.7,298.355,0.128296
886.8,298.355,0.126602
886.9,298.356,0.124912
887.0,298.356,0.122566
887.1,298.356,0.117683
887.2,298.356,0.112248
887.3,298.356,0.106922
887.4,298.356,0.101706
887.5,298.357,0.096601
887.6,298.357,0.091695
887.7,298.357,0.086929
887.8,298.357,0.082274
887.9,298.357,0.077732
888.0,298.357,0.073303
888.1,298.357,0.06966
888.2,298.357,0.066559
888.3,298.358,0.063521
888.4,298.358,0.060545
888.5,298.358,0.057633
888.6,298.358,0.054783
888.7,298.358,0.051997
888.8,298.358,0.049276
888.9,298.358,0.046619
889.0,298.358,0.043927
889.1,298.358,0.039221
889.2,298.358,0.034667
889.3,298.358,0.030364
889.4,298.358,0.026317
889.5,298.358,0.022526
889.6,298.358,0.018995
889.7,298.358,0.015723
889.8,298.358,0.012714
889.9,298.358,0.009969
890.0,298.358,0.007551
890.1,298.358,0.00571
890.2,298.358,0.004097
890.3,298.358,0.002653
890.4,298.358,0.001377
890.5,298.358,0.00027
890.6,298.358,-0.000667
890.7,298.358,-0.001433
890.8,298.358,-0.002028
890.9,298.358,-0.002451
891.0,298.358,-0.0027
891.1,298.358,-0.002795
891.2,298.358,-0.002807
891.3,298.358,-0.002739
891.4,298.358,-0.002591
891.5,298.358,-0.002361
891.6,298.358,-0.002051
891.7,298.358,-0.001659
891.8,298.358,-0.001187
891.9,298.358,-0.000634
892.0,298.358,-0.0
892.1,298.358,-0.000136
892.2,298.358,-0.000273
892.3,298.358,-0.00041
892.4,298.358,-0.000548
892.5,298.358,-0.000685
892.6,298.358,-0.000822
892.7,298.358,-0.000959
892.8,298.358,-0.001095
892.9,298.358,-0.001231
893.0,298.358,-0.001369
893.1,298.358,-0.001807
893.2,298.358,-0.00222
893.3,298.358,-0.002605
893.4,298.358,-0.002962
893.5,298.358,-0.00329
893.6,298.358,-0.003589
893.7,298.358,-0.003859
893.8,298.358,-0.004098
893.9,298.358,-0.004308
894.0,298.358,-0.004489
894.1,298.357,-0.004749
894.2,298.357,-0.004751
894.3,298.357,-0.00449
894.4,298.357,-0.003964
894.5,298.357,-0.00317
894.6,298.357,-0.002107
894.7,298.357,-0.000773
894.8,298.357,0.000836
894.9,298.357,0.00272
895.0,298.357,0.004796
895.1,298.357,0.006297
895.2,298.357,0.007813
895.3,298.357,0.009429
895.4,298.357,0.011146
895.5,298.357,0.012963
895.6,298.357,0.014883
895.7,298.357,0.016904
895.8,298.357,0.019027
895.9,298.357,0.021253
896.0,298.357,0.023415
896.1,298.357,0.02525
896.2,298.357,0.026966
896.3,298.357,0.028731
896.4,298.357,0.030545
896.5,298.357,0.032408
896.6,298.357,0.03432
896.7,298.358,0.036281
896.8,298.358,0.038291
896.9,298.358,0.040352
897.0,298.358,0.042091
897.1,298.358,0.041496
897.2,298.358,0.040532
897.3,298.358,0.039569
897.4,298.358,0.038607
897.5,298.358,0.037648
897.6,298.358,0.036692
897.7,298.358,0.035739
897.8,298.358,0.034791
897.9,298.358,0.033847
898.0,298.358,0.032759
898.1,298.358,0.031027
898.2,298.358,0.029185
898.3,298.358,0.027383
898.4,298.358,0.025621
898.5,298.358,0.023902
898.6,298.358,0.022225
898.7,298.358,0.020591
898.8,298.358,0.019002
898.9,298.358,0.017457
899.0,298.358,0.015819
899.1,298.358,0.013791
899.2,298.358,0.011736
899.3,298.358,0.009792
899.4,298.358,0.00796
899.5,298.358,0.006243
899.6,298.358,0.00464
899.7,298.358,0.003152
899.8,298.358,0.001782
899.9,298.358,0.000529
900.0,298.358,-0.000649
900.1,298.358,-0.002269
900.2,298.358,-0.003557
900.3,298.358,-0.004466
900.4,298.358,-0.004994
900.5,298.358,-0.005138
900.6,298.358,-0.004894
900.7,298.358,-0.004261
900.8,298.358,-0.003236
900.9,298.358,-0.001816
901.0,298.358,0.0
901.1,298.358,0.0
901.2,298.358,0.0
901.3,298.358,0.0
901.4,298.358,0.0
901.5,298.358,0.0
901.6,298.358,0.0
901.7,298.358,0.0
901.8,298.358,0.0
901.9,298.358,0.0
902.0,298.358,0.0
902.1,298.358,0.0
902.2,298.358,0.0
902.3,298.358,0.0
902.4,298.358,0.0
902.5,298.358,0.0
902.6,298.358,0.0
902.7,298.358,0.0
902.8,298.358,0.0
902.9,298.358,0.0
903.0,298.358,0.0
903.1,298.358,0.0
903.2,298.358,0.0
903.3,298.358,0.0
903.4,298.358,0.0
903.5,298.358,0.0
903.6,298.358,0.0
903.7,298.358,0.0
903.8,298.358,0.0
903.9,298.358,0.0
904.0,298.357,0.0
904.1,298.357,0.0
904.2,298.357,0.0
904.3,298.357,0.0
904.4,298.357,0.0
904.5,298.357,0.0
904.6,298.357,0.0
904.7,298.357,0.0
904.8,298.357,0.0
904.9,298.357,0.0
905.0,298.357,0.0
905.1,298.357,0.0
905.2,298.357,0.0
905.3,298.357,0.0
905.4,298.357,0.0
905.5,298.357,0.0
905.6,298.357,0.0
905.7,298.357,0.0
905.8,298.357,0.0
905.9,298.357,0.0
906.0,298.357,-0.0
906.1,298.357,-0.001823
906.2,298.357,-0.003455
906.3,298.357,-0.004893
906.4,298.357,-0.006136
906.5,298.357,-0.007182
906.6,298.357,-0.008028
906.7,298.357,-0.008674
906.8,298.357,-0.009117
906.9,298.357,-0.009357
907.0,298.357,-0.009388
907.1,298.357,-0.009072
907.2,298.357,-0.008317
907.3,298.357,-0.007121
907.4,298.357,-0.005482
907.5,298.357,-0.003397
907.6,298.357,-0.000864
907.7,298.357,0.002121
907.8,298.357,0.005561
907.9,298.357,0.009456
908.0,298.357,0.013869
908.1,298.357,0.024188
908.2,298.357,0.036525
908.3,298.357,0.050836
908.4,298.357,0.067132
908.5,298.357,0.085427
908.6,298.357,0.105731
908.7,298.357,0.128056
908.8,298.357,0.152412
908.9,298.358,0.178811
909.0,298.358,0.205764
909.1,298.358,0.230965
909.2,298.359,0.255939
909.3,298.359,0.282181
909.4,298.359,0.309697
909.5,298.36,0.338489
909.6,298.361,0.368564
909.7,298.361,0.399924
909.8,298.362,0.432573
909.9,298.362,0.466517
910.0,298.363,0.498056
910.1,298.364,0.496233
910.2,298.365,0.490657
910.3,298.366,0.485023
910.4,298.367,0.479336
910.5,298.367,0.473603
910.6,298.368,0.467829
910.7,298.369,0.462019
910.8,298.37,0.456179
910.9,298.37,0.450312
911.0,298.371,0.440393
911.1,298.372,0.408267
911.2,298.373,0.373504
911.3,298.373,0.340141
911.4,298.374,0.308203
911.5,298.374,0.27771
911.6,298.375,0.248685
911.7,298.375,0.221147
911.8,298.375,0.195114
911.9,298.376,0.170606
912.0,298.376,0.148304
912.1,298.376,0.148984
912.2,298.376,0.150352
912.3,298.377,0.151743
912.4,298.377,0.153157
912.5,298.377,0.154593
912.6,298.377,0.15605
912.7,298.378,0.157527
912.8,298.378,0.159024
912.9,298.378,0.160541
913.0,298.378,0.163037
913.1,298.379,0.194527
913.2,298.379,0.230009
913.3,298.379,0.268552
913.4,298.38,0.310178
913.5,298.38,0.354906
913.6,298.381,0.402757
913.7,298.382,0.453751
913.8,298.382,0.507905
913.9,298.383,0.565236
914.0,298.384,0.620663
914.1,298.385,0.57137
914.2,298.386,0.519239
914.3,298.387,0.469389
914.4,298.388,0.42186
914.5,298.388,0.376688
914.6,298.389,0.333907
914.7,298.39,0.293551
914.8,298.39,0.25565
914.9,298.391,0.220234
915.0,298.391,0.188531
915.1,298.391,0.188656
915.2,298.391,0.19
915.3,298.392,0.191366
915.4,298.392,0.192754
915.5,298.392,0.194164
915.6,298.393,0.195594
915.7,298.393,0.197043
915.8,298.393,0.198512
915.9,298.394,0.199999
916.0,298.394,0.201458
916.1,298.394,0.176542
916.2,298.395,0.153138
916.3,298.395,0.131311
916.4,298.395,0.111075
916.5,298.395,0.092447
916.6,298.395,0.075442
916.7,298.395,0.060073
916.8,298.395,0.046355
916.9,298.396,0.034301
917.0,298.396,0.024124
917.1,298.396,0.025904
917.2,298.396,0.027983
917.3,298.396,0.030161
917.4,298.396,0.032439
917.5,298.396,0.034819
917.6,298.396,0.0373
917.7,298.396,0.039884
917.8,298.396,0.042572
917.9,298.396,0.045402
918.0,298.396,0.048349
918.1,298.396,0.051404
918.2,298.396,0.05463
918.3,298.396,0.057986
918.4,298.396,0.061457
918.5,298.396,0.065043
918.6,298.396,0.068744
918.7,298.397,0.072562
918.8,298.397,0.076713
918.9,298.397,0.081048
919.0,298.397,0.085515
919.1,298.397,0.093575
919.2,298.397,0.10289
919.3,298.397,0.112669
919.4,298.397,0.122914
919.5,298.398,0.133627
919.6,298.398,0.144811
919.7,298.398,0.156469
919.8,298.398,0.168605
919.9,298.399,0.18122
920.0,298.399,0.194594
920.1,298.399,0.213382
920.2,298.399,0.233382
920.3,298.4,0.254319
920.4,298.4,0.276194
920.5,298.401,0.299013
920.6,298.401,0.322781
920.7,298.402,0.347502
920.8,298.402,0.373179
920.9,298.403,0.399817
921.0,298.404,0.426259
921.1,298.404,0.426517
921.2,298.405,0.425574
921.3,298.406,0.424589
921.4,298.406,0.423565
921.5,298.407,0.422503
921.6,298.408,0.421407
921.7,298.408,0.420277
921.8,298.409,0.419117
921.9,298.41,0.417296
922.0,298.411,0.414499
922.1,298.411,0.408344
922.2,298.412,0.400023
922.3,298.413,0.391742
922.4,298.413,0.383502
922.5,298.414,0.375308
922.6,298.414,0.367163
922.7,298.415,0.35907
922.8,298.416,0.351031
922.9,298.416,0.343049
923.0,298.417,0.333287
923.1,298.417,0.275483
923.2,298.418,0.221496
923.3,298.418,0.173223
923.4,298.418,0.130722
923.5,298.419,0.094052
923.6,298.419,0.063267
923.7,298.419,0.03842
923.8,298.419,0.01956
923.9,298.419,0.006737
924.0,298.419,-3e-06
924.1,298.419,-0.000523
924.2,298.419,-0.000924
924.3,298.419,-0.001208
924.4,298.419,-0.001376
924.5,298.419,-0.001429
924.6,298.419,-0.001368
924.7,298.419,-0.001194
924.8,298.419,-0.000907
924.9,298.419,-0.000509
925.0,298.419,-0.0
925.1,298.419,-0.000922
925.2,298.419,-0.001597
925.3,298.419,-0.00202
925.4,298.418,-0.002186
925.5,298.418,-0.002091
925.6,298.418,-0.00173
925.7,298.418,-0.0011
925.8,298.418,-0.000196
925.9,298.418,0.000984
926.0,298.418,0.002436
926.1,298.418,0.002271
926.2,298.418,0.002102
926.3,298.418,0.001936
926.4,298.418,0.001772
926.5,298.418,0.001611
926.6,298.418,0.001453
926.7,298.418,0.001297
926.8,298.418,0.001143
926.9,298.418,0.000992
927.0,298.418,0.000852
927.1,298.418,0.001621
927.2,298.418,0.002484
927.3,298.418,0.003435
927.4,298.418,0.004475
927.5,298.418,0.005603
927.6,298.418,0.006821
927.7,298.418,0.008129
927.8,298.418,0.009529
927.9,298.418,0.01102
928.0,298.418,0.012529
928.1,298.418,0.012471
928.2,298.418,0.012339
928.3,298.418,0.012205
928.4,298.418,0.012071
928.5,298.418,0.011936
928.6,298.418,0.011801
928.7,298.418,0.011664
928.8,298.418,0.011528
928.9,298.418,0.011391
929.0,298.418,0.011255
929.1,298.418,0.011694
929.2,298.418,0.012145
929.3,298.418,0.012604
929.4,298.418,0.013073
929.5,298.418,0.013551
929.6,298.418,0.014038
929.7,298.418,0.014535
929.8,298.418,0.01504
929.9,298.418,0.015555
930.0,298.418,0.015921
930.1,298.418,0.015319
930.2,298.418,0.01457
930.3,298.418,0.013833
930.4,298.418,0.013106
930.5,298.418,0.012392
930.6,298.418,0.011689
930.7,298.418,0.010998
930.8,298.418,0.01032
930.9,298.418,0.009654
931.0,298.418,0.009119
931.1,298.418,0.008859
931.2,298.418,0.008717
931.3,298.418,0.008585
931.4,298.418,0.008462
931.5,298.418,0.008317
931.6,298.418,0.008173
931.7,298.418,0.00801
931.8,298.418,0.007846
931.9,298.418,0.007789
932.0,298.418,0.007539
932.1,298.418,0.005556
932.2,298.418,0.003718
932.3,298.418,0.002082
932.4,298.418,0.000633
932.5,298.418,-0.000628
932.6,298.418,-0.001702
932.7,298.418,-0.002585
932.8,298.418,-0.003273
932.9,298.418,-0.003764
933.0,298.418,-0.004055
933.1,298.418,-0.00416
933.2,298.418,-0.004151
933.3,298.417,-0.00403
933.4,298.417,-0.003796
933.5,298.417,-0.00345
933.6,298.417,-0.002991
933.7,298.417,-0.002417
933.8,298.417,-0.001729
933.9,298.417,-0.000921
934.0,298.417,-0.0
934.1,298.417,-0.000475
934.2,298.417,-0.000934
934.3,298.417,-0.001375
934.4,298.417,-0.001797
934.5,298.417,-0.0022
934.6,298.417,-0.002585
934.7,298.417,-0.002952
934.8,298.417,-0.003298
934.9,298.417,-0.003625
935.0,298.417,-0.003939
935.1,298.417,-0.004393
935.2,298.417,-0.004784
935.3,298.417,-0.005106
935.4,298.417,-0.005358
935.5,298.417,-0.005539
935.6,298.417,-0.005648
935.7,298.417,-0.005683
935.8,298.417,-0.005645
935.9,298.417,-0.005532
936.0,298.417,-0.00535
936.1,298.417,-0.005316
936.2,298.417,-0.005261
936.3,298.417,-0.005201
936.4,298.417,-0.005135
936.5,298.417,-0.005064
936.6,298.417,-0.004986
936.7,298.416,-0.004902
936.8,298.416,-0.004809
936.9,298.416,-0.004699
937.0,298.416,-0.004624
937.1,298.416,-0.00465
937.2,298.416,-0.004686
937.3,298.416,-0.004755
937.4,298.416,-0.004817
937.5,298.416,-0.004874
937.6,298.416,-0.004931
937.7,298.416,-0.004989
937.8,298.416,-0.005046
937.9,298.416,-0.005079
938.0,298.416,-0.005129
938.1,298.416,-0.005324
938.2,298.416,-0.005496
938.3,298.416,-0.005651
938.4,298.416,-0.005796
938.5,298.416,-0.005931
938.6,298.416,-0.006061
938.7,298.416,-0.006176
938.8,298.416,-0.006278
938.9,298.416,-0.006365
939.0,298.416,-0.006434
939.1,298.416,-0.006376
939.2,298.416,-0.006244
939.3,298.416,-0.006039
939.4,298.416,-0.005761
939.5,298.416,-0.00541
939.6,298.416,-0.004984
939.7,298.415,-0.004483
939.8,298.415,-0.003901
939.9,298.415,-0.003227
940.0,298.415,-0.002514
940.1,298.415,-0.002042
940.2,298.415,-0.001394
940.3,298.415,-0.000811
940.4,298.415,-0.0002
940.5,298.415,0.000444
940.6,298.415,0.001122
940.7,298.415,0.001847
940.8,298.415,0.002607
940.9,298.415,0.003346
941.0,298.415,0.004035
941.1,298.415,0.004235
941.2,298.415,0.004251
941.3,298.415,0.004265
941.4,298.415,0.004264
941.5,298.415,0.004236
941.6,298.415,0.004206
941.7,298.415,0.004174
941.8,298.415,0.004141
941.9,298.415,0.004153
942.0,298.415,0.004283
942.1,298.415,0.004587
942.2,298.415,0.005068
942.3,298.415,0.005497
942.4,298.415,0.005953
942.5,298.415,0.006419
942.6,298.415,0.006897
942.7,298.415,0.0074
942.8,298.415,0.007914
942.9,298.415,0.008438
943.0,298.415,0.008973
943.1,298.415,0.009519
943.2,298.415,0.010075
943.3,298.415,0.010642
943.4,298.415,0.011219
943.5,298.415,0.011807
943.6,298.415,0.012409
943.7,298.415,0.01304
943.8,298.415,0.013682
943.9,298.415,0.014336
944.0,298.415,0.015001
944.1,298.415,0.015678
944.2,298.415,0.016367
944.3,298.415,0.017067
944.4,298.415,0.017779
944.5,298.415,0.018503
944.6,298.415,0.019241
944.7,298.415,0.020002
944.8,298.415,0.020776
944.9,298.415,0.021562
945.0,298.415,0.022502
945.1,298.415,0.026931
945.2,298.415,0.031918
945.3,298.415,0.037271
945.4,298.415,0.043006
945.5,298.415,0.049125
945.6,298.415,0.05562
945.7,298.415,0.062492
945.8,298.415,0.06962
945.9,298.415,0.07702
946.0,298.415,0.084388
946.1,298.416,0.08592
946.2,298.416,0.086897
946.3,298.416,0.087832
946.4,298.416,0.088719
946.5,298.416,0.089601
946.6,298.416,0.090481
946.7,298.416,0.091358
946.8,298.417,0.092241
946.9,298.417,0.093133
947.0,298.417,0.093264
947.1,298.417,0.089427
947.2,298.417,0.08513
947.3,298.417,0.080691
947.4,298.417,0.076334
947.5,298.417,0.072071
947.6,298.417,0.067907
947.7,298.418,0.063845
947.8,298.418,0.059884
947.9,298.418,0.056024
948.0,298.418,0.052147
948.1,298.418,0.047477
948.2,298.418,0.04253
948.3,298.418,0.037964
948.4,298.418,0.033654
948.5,298.418,0.029557
948.6,298.418,0.025674
948.7,298.418,0.022007
948.8,298.418,0.018678
948.9,298.418,0.015554
949.0,298.418,0.012307
949.1,298.418,0.007444
949.2,298.418,0.003313
949.3,298.418,-3.2e-05
949.4,298.418,-0.002595
949.5,298.418,-0.004358
949.6,298.418,-0.005298
949.7,298.418,-0.00541
949.8,298.418,-0.004693
949.9,298.418,-0.00314
950.0,298.418,-0.000752
950.1,298.418,-0.000685
950.2,298.418,-0.000616
950.3,298.418,-0.000545
950.4,298.418,-0.000473
950.5,298.418,-0.000399
950.6,298.418,-0.000323
950.7,298.418,-0.000244
950.8,298.418,-0.000164
950.9,298.418,-8.3e-05
951.0,298.418,0.0
951.1,298.418,0.0
951.2,298.418,0.0
951.3,298.418,0.0
951.4,298.418,0.0
951.5,298.418,0.0
951.6,298.418,0.0
951.7,298.417,0.0
951.8,298.417,0.0
951.9,298.417,0.0
952.0,298.417,0.0
952.1,298.417,0.0
952.2,298.417,0.0
952.3,298.417,0.0
952.4,298.417,0.0
952.5,298.417,0.0
952.6,298.417,0.0
952.7,298.417,0.0
952.8,298.417,0.0
952.9,298.417,0.0
953.0,298.417,0.0
953.1,298.417,0.0
953.2,298.417,0.0
953.3,298.417,0.0
953.4,298.417,0.0
953.5,298.417,0.0
953.6,298.417,0.0
953.7,298.417,0.0
953.8,298.417,0.0
953.9,298.417,0.0
954.0,298.417,0.0
954.1,298.417,0.0
954.2,298.417,0.0
954.3,298.417,0.0
954.4,298.417,0.0
954.5,298.417,0.0
954.6,298.417,0.0
954.7,298.417,0.0
954.8,298.417,0.0
954.9,298.417,0.0
955.0,298.417,0.0
955.1,298.417,0.0
955.2,298.417,0.0
955.3,298.417,0.0
955.4,298.417,0.0
955.5,298.417,0.0
955.6,298.417,0.0
955.7,298.417,0.0
955.8,298.417,0.0
955.9,298.417,0.0
956.0,298.417,0.0
956.1,298.416,0.0
956.2,298.416,0.0
956.3,298.416,0.0
956.4,298.416,0.0
956.5,298.416,0.0
956.6,298.416,0.0
956.7,298.416,0.0
956.8,298.416,0.0
956.9,298.416,0.0
957.0,298.416,-0.0
957.1,298.416,-0.002607
957.2,298.416,-0.004851
957.3,298.416,-0.006728
957.4,298.416,-0.008234
957.5,298.416,-0.009366
957.6,298.416,-0.01012
957.7,298.416,-0.010494
957.8,298.416,-0.010484
957.9,298.416,-0.010088
958.0,298.416,-0.009272
958.1,298.416,-0.006892
