meshKey,ecmCellId,weight
0,2,3.271705e-10
1,2,3.271705e-10
2,2,3.271705e-10
3,2,3.271705e-10
4,2,3.271705e-10
5,2,3.271705e-10
6,2,3.271705e-10
7,2,3.271705e-10
8,2,3.271705e-10
9,2,3.271705e-10
10,2,3.271705e-10
11,2,3.271705e-10
12,2,3.271705e-10
13,2,3.271705e-10
14,2,3.271705e-10
15,2,3.271705e-10
16,2,3.271705e-10
17,2,3.271705e-10
18,2,3.271705e-10
19,2,3.271705e-10
20,2,3.271705e-10
21,2,3.271705e-10
22,2,3.271705e-10
23,2,3.271705e-10
24,2,3.271705e-10
25,2,3.271705e-10
26,2,3.271705e-10
27,2,3.271705e-10
28,2,3.271705e-10
29,2,3.271705e-10
30,2,3.271705e-10
31,2,3.271705e-10
32,2,3.271705e-10
33,2,3.271705e-10
34,2,3.271705e-10
35,2,3.271705e-10
36,2,3.271705e-10
37,1,3.271705e-10
38,1,3.271705e-10
39,1,3.271705e-10
40,1,3.271705e-10
41,1,3.271705e-10
42,1,3.271705e-10
43,2,3.271705e-10
44,2,3.271705e-10
45,2,3.271705e-10
46,2,3.271705e-10
47,2,3.271705e-10
48,2,3.271705e-10
49,2,3.271705e-10
50,2,3.271705e-10
51,2,3.271705e-10
52,1,3.271705e-10
53,1,3.271705e-10
54,1,3.271705e-10
55,1,3.271705e-10
56,1,3.271705e-10
57,1,3.271705e-10
58,1,3.271705e-10
59,1,3.271705e-10
60,1,3.271705e-10
61,2,3.271705e-10
62,2,3.271705e-10
63,2,3.271705e-10
64,2,3.271705e-10
65,2,3.271705e-10
66,2,3.271705e-10
67,2,3.271705e-10
68,2,3.271705e-10
69,1,3.271705e-10
70,1,3.271705e-10
71,1,3.271705e-10
72,1,3.271705e-10
73,1,3.271705e-10
74,1,3.271705e-10
75,1,3.271705e-10
76,1,3.271705e-10
77,1,3.271705e-10
78,1,3.271705e-10
79,1,3.271705e-10
80,2,3.271705e-10
81,2,3.271705e-10
82,2,3.271705e-10
83,2,3.271705e-10
84,2,3.271705e-10
85,2,3.271705e-10
86,1,3.271705e-10
87,1,3.271705e-10
88,1,3.271705e-10
89,1,3.271705e-10
90,1,3.271705e-10
91,0,3.271705e-10
92,0,3.271705e-10
93,0,3.271705e-10
94,1,3.271705e-10
95,1,3.271705e-10
96,1,3.271705e-10
97,1,3.271705e-10
98,2,3.271705e-10
99,2,3.271705e-10
100,2,3.271705e-10
101,2,3.271705e-10
102,2,3.271705e-10
103,2,3.271705e-10
104,1,3.271705e-10
105,1,3.271705e-10
106,1,3.271705e-10
107,1,3.271705e-10
108,0,3.271705e-10
109,0,3.271705e-10
110,0,3.271705e-10
111,0,3.271705e-10
112,0,3.271705e-10
113,1,3.271705e-10
114,1,3.271705e-10
115,1,3.271705e-10
116,1,3.271705e-10
117,2,3.271705e-10
118,2,3.271705e-10
119,2,3.271705e-10
120,2,3.271705e-10
121,2,3.271705e-10
122,2,3.271705e-10
123,1,3.271705e-10
124,1,3.271705e-10
125,1,3.271705e-10
126,0,3.271705e-10
127,0,3.271705e-10
128,0,3.271705e-10
129,0,3.271705e-10
130,0,3.271705e-10
131,0,3.271705e-10
132,0,3.271705e-10
133,1,3.271705e-10
134,1,3.271705e-10
135,1,3.271705e-10
136,2,3.271705e-10
137,2,3.271705e-10
138,2,3.271705e-10
139,2,3.271705e-10
140,2,3.271705e-10
141,2,3.271705e-10
142,1,3.271705e-10
143,1,3.271705e-10
144,1,3.271705e-10
145,0,3.271705e-10
146,0,3.271705e-10
147,0,3.271705e-10
148,0,3.271705e-10
149,0,3.271705e-10
150,0,3.271705e-10
151,0,3.271705e-10
152,1,3.271705e-10
153,1,3.271705e-10
154,1,3.271705e-10
155,2,3.271705e-10
156,2,3.271705e-10
157,2,3.271705e-10
158,2,3.271705e-10
159,2,3.271705e-10
160,2,3.271705e-10
161,1,3.271705e-10
162,1,3.271705e-10
163,1,3.271705e-10
164,0,3.271705e-10
165,0,3.271705e-10
166,0,3.271705e-10
167,0,3.271705e-10
168,0,3.271705e-10
169,0,3.271705e-10
170,1,3.271705e-10
171,1,3.271705e-10
172,1,3.271705e-10
173,1,3.271705e-10
174,2,3.271705e-10
175,2,3.271705e-10
176,2,3.271705e-10
177,2,3.271705e-10
178,2,3.271705e-10
179,2,3.271705e-10
180,1,3.271705e-10
181,1,3.271705e-10
182,1,3.271705e-10
183,1,3.271705e-10
184,0,3.271705e-10
185,0,3.271705e-10
186,0,3.271705e-10
187,0,3.271705e-10
188,0,3.271705e-10
189,1,3.271705e-10
190,1,3.271705e-10
191,1,3.271705e-10
192,2,3.271705e-10
193,2,3.271705e-10
194,2,3.271705e-10
195,2,3.271705e-10
196,2,3.271705e-10
197,2,3.271705e-10
198,2,3.271705e-10
199,2,3.271705e-10
200,1,3.271705e-10
201,1,3.271705e-10
202,1,3.271705e-10
203,1,3.271705e-10
204,0,3.271705e-10
205,0,3.271705e-10
206,1,3.271705e-10
207,1,3.271705e-10
208,1,3.271705e-10
209,1,3.271705e-10
210,1,3.271705e-10
211,2,3.271705e-10
212,2,3.271705e-10
213,2,3.271705e-10
214,2,3.271705e-10
215,2,3.271705e-10
216,2,3.271705e-10
217,1,3.271705e-10
218,1,3.271705e-10
219,1,3.271705e-10
220,1,3.271705e-10
221,1,3.271705e-10
222,1,3.271705e-10
223,1,3.271705e-10
224,1,3.271705e-10
225,1,3.271705e-10
226,1,3.271705e-10
227,2,3.271705e-10
228,2,3.271705e-10
229,2,3.271705e-10
230,2,3.271705e-10
231,2,3.271705e-10
232,2,3.271705e-10
233,2,3.271705e-10
234,2,3.271705e-10
235,1,3.271705e-10
236,1,3.271705e-10
237,1,3.271705e-10
238,1,3.271705e-10
239,1,3.271705e-10
240,1,3.271705e-10
241,1,3.271705e-10
242,1,3.271705e-10
243,2,3.271705e-10
244,2,3.271705e-10
245,2,3.271705e-10
246,2,3.271705e-10
247,2,3.271705e-10
248,2,3.271705e-10
249,2,3.271705e-10
250,2,3.271705e-10
251,2,3.271705e-10
252,1,3.271705e-10
253,1,3.271705e-10
254,1,3.271705e-10
255,1,3.271705e-10
256,2,3.271705e-10
257,2,3.271705e-10
258,2,3.271705e-10
259,2,3.271705e-10
260,2,3.271705e-10
261,2,3.271705e-10
262,2,3.271705e-10
263,2,3.271705e-10
264,2,3.271705e-10
265,2,3.271705e-10
266,2,3.271705e-10
267,2,3.271705e-10
268,2,3.271705e-10
269,2,3.271705e-10
270,2,3.271705e-10
271,2,3.271705e-10
272,2,3.271705e-10
273,2,3.271705e-10
274,2,3.271705e-10
275,2,3.271705e-10
276,2,3.271705e-10
277,2,3.271705e-10
278,2,3.271705e-10
279,2,3.271705e-10
280,2,3.271705e-10
281,2,3.271705e-10
282,2,3.271705e-10
283,2,3.271705e-10
284,2,3.271705e-10
285,2,3.271705e-10
286,2,3.271705e-10
287,2,3.271705e-10
288,2,3.271705e-10
289,2,3.271705e-10
290,2,3.271705e-10
291,2,3.271705e-10
292,2,3.271705e-10
293,2,3.271705e-10
294,2,3.271705e-10
295,2,3.271705e-10
296,2,3.271705e-10
297,2,3.271705e-10
298,2,3.271705e-10
299,2,3.271705e-10
300,2,3.271705e-10
301,2,3.271705e-10
302,2,3.271705e-10
303,2,3.271705e-10
304,2,3.271705e-10
305,2,3.271705e-10
306,2,3.271705e-10
307,2,3.271705e-10
308,2,3.271705e-10
309,2,3.271705e-10
310,2,3.271705e-10
311,2,3.271705e-10
312,2,3.271705e-10
313,2,3.271705e-10
314,2,3.271705e-10
315,2,3.271705e-10
316,2,3.271705e-10
317,2,3.271705e-10
318,2,3.271705e-10
319,2,3.271705e-10
320,2,3.271705e-10
321,2,3.271705e-10
322,2,3.271705e-10
323,2,3.271705e-10
324,2,3.271705e-10
325,2,3.271705e-10
326,2,3.271705e-10
327,1,3.271705e-10
328,1,3.271705e-10
329,1,3.271705e-10
330,1,3.271705e-10
331,1,3.271705e-10
332,1,3.271705e-10
333,2,3.271705e-10
334,2,3.271705e-10
335,2,3.271705e-10
336,2,3.271705e-10
337,2,3.271705e-10
338,2,3.271705e-10
339,2,3.271705e-10
340,2,3.271705e-10
341,1,3.271705e-10
342,1,3.271705e-10
343,1,3.271705e-10
344,1,3.271705e-10
345,1,3.271705e-10
346,1,3.271705e-10
347,1,3.271705e-10
348,1,3.271705e-10
349,1,3.271705e-10
350,1,3.271705e-10
351,2,3.271705e-10
352,2,3.271705e-10
353,2,3.271705e-10
354,2,3.271705e-10
355,2,3.271705e-10
356,2,3.271705e-10
357,2,3.271705e-10
358,2,3.271705e-10
359,1,3.271705e-10
360,1,3.271705e-10
361,1,3.271705e-10
362,1,3.271705e-10
363,1,3.271705e-10
364,1,3.271705e-10
365,1,3.271705e-10
366,1,3.271705e-10
367,1,3.271705e-10
368,1,3.271705e-10
369,2,3.271705e-10
370,2,3.271705e-10
371,2,3.271705e-10
372,2,3.271705e-10
373,2,3.271705e-10
374,2,3.271705e-10
375,2,3.271705e-10
