fire_every_steps_inferred,fire_phase_inferred,n_wrapper_points,n_wrapper_fire_points,n_wrapper_fire_zero_q,heat_abs_pct_mean,heat_abs_pct_p95,temp_abs_pct_mean,temp_abs_pct_p95
50,5,1004,201,41,0.6935025242722702,1.0158890717345135,0.04710194907999552,0.08073157204149312
