"Points:0","Points:1","Points:2","T","coords:0","coords:1","coords:2"
-0.003477378516,-0.008972648531,0.04900496453,311.8837891,-0.003477378516,-0.008972648531,0.04900496453
-0.003849688452,-0.008818984032,0.04900496453,311.4538879,-0.003849688452,-0.008818984032,0.04900496453
-0.00351277506,-0.008540609851,0.04900496453,312.8453369,-0.00351277506,-0.008540609851,0.04900496453
-0.004146040883,-0.008683923632,0.04900496453,312.4455261,-0.004146040883,-0.008683923632,0.04900496453
-0.002650527051,-0.009248906747,0.04900496453,312.4405212,-0.002650527051,-0.009248906747,0.04900496453
-0.003027463565,-0.009132312611,0.04900496453,312.5396729,-0.003027463565,-0.009132312611,0.04900496453
-0.00252052932,-0.008597678505,0.04900496453,314.6255493,-0.00252052932,-0.008597678505,0.04900496453
-0.003011953086,-0.008584236726,0.04900496453,314.3615112,-0.003011953086,-0.008584236726,0.04900496453
-0.002008023439,-0.009028145112,0.04900496453,313.1347961,-0.002008023439,-0.009028145112,0.04900496453
-0.002012253506,-0.008560536429,0.04900496453,315.9305725,-0.002012253506,-0.008560536429,0.04900496453
-0.001500890707,-0.009032237343,0.04900496453,314.091156,-0.001500890707,-0.009032237343,0.04900496453
-0.001505207852,-0.008553928696,0.04900496453,316.6047058,-0.001505207852,-0.008553928696,0.04900496453
-0.0009993503336,-0.00906822551,0.04900496453,313.8990173,-0.0009993503336,-0.00906822551,0.04900496453
-0.001001894241,-0.00856925454,0.04900496453,316.95224,-0.001001894241,-0.00856925454,0.04900496453
-0.0004993063631,-0.00909742061,0.04900496453,314.5456238,-0.0004993063631,-0.00909742061,0.04900496453
-0.0005003940896,-0.008586038835,0.04900496453,317.1184998,-0.0005003940896,-0.008586038835,0.04900496453
4.670092721e-07,-0.00910791941,0.04900496453,314.0765991,4.670092721e-07,-0.00910791941,0.04900496453
3.355940521e-07,-0.008592555299,0.04900496453,317.1751099,3.355940521e-07,-0.008592555299,0.04900496453
0.0005002892576,-0.009097400121,0.04900496453,314.5678406,0.0005002892576,-0.009097400121,0.04900496453
0.0005009888555,-0.008586068638,0.04900496453,317.1231689,0.0005009888555,-0.008586068638,0.04900496453
0.001000951743,-0.009068175219,0.04900496453,313.9353333,0.001000951743,-0.009068175219,0.04900496453
0.001002204721,-0.008569375612,0.04900496453,316.9578857,0.001002204721,-0.008569375612,0.04900496453
0.001501110266,-0.009032345377,0.04900496453,314.1936646,0.001501110266,-0.009032345377,0.04900496453
