heat_rel_pct_mean,heat_abs_pct_mean,heat_abs_pct_p95,temp_rel_pct_mean,temp_abs_pct_mean,temp_abs_pct_p95,n_heat_points_nonzero,n_temp_points
1956165.1389527898,1956165.6233721129,1.1311655178458868,0.04271968743741388,0.04271968743741388,0.07970773560067065,162,888
