trim_rule,heat_abs_pct_mean,heat_abs_pct_p95,temp_abs_pct_mean,temp_abs_pct_p95,n_heat_points_nonzero_original,n_heat_points_trimmed,n_front_points_removed,n_back_points_removed,n_temp_points
drop first 1 and last 2 nonzero heat points,0.33535547930039883,1.0322599646694155,0.04422409812825755,0.08006998699680089,162,159,1,2,925
