fire_every_steps_inferred,fire_phase_inferred,n_wrapper_points,n_wrapper_fire_points,n_wrapper_fire_zero_q,heat_rel_max_pct_filter,n_heat_points_kept,n_heat_points_dropped,heat_abs_pct_mean,heat_abs_pct_p95,temp_abs_pct_mean,temp_abs_pct_p95
5,0,1078,215,135,25.0,134,81,0.17913044748276027,0.7573790680797159,0.04945170697680578,0.0812085720866829
