fire_every_steps_inferred,fire_phase_inferred,n_wrapper_points,n_wrapper_fire_points,n_wrapper_fire_zero_q,heat_rel_max_pct_filter,n_heat_points_kept,n_heat_points_dropped,heat_abs_pct_mean,heat_abs_pct_p95,temp_abs_pct_mean,temp_abs_pct_p95
5,0,1130,226,146,25.0,145,81,0.16554123562257872,0.7245495601404837,0.0042679805535330365,0.006829687018673247
