time,Tavg
0.0,313.15
5.0,313.15
10.0,313.15
15.0,313.15
20.0,313.15
25.0,313.15
30.0,313.15
35.0,313.15
40.0,313.15
45.0,313.15
50.0,313.15
55.0,313.15
60.0,313.15
65.0,313.15
70.0,313.15
75.0,313.15
80.0,313.15
85.0,313.15
90.0,313.15
95.0,313.15
100.0,313.15
