time_s,Q_sum_check_W,Tavg_jellyRoll_K
10.000, 74.271298, NA
20.000, 79.351263, NA
30.000, 80.831660, NA
40.000, 81.115043, NA
50.000, 80.938148, 318.548680
60.000, 80.547813, NA
70.000, 80.041542, NA
80.000, 79.467360, NA
90.000, 78.854033, NA
100.000, 78.220923, 323.184370
110.000, 77.581720, NA
120.000, 76.946257, NA
130.000, 76.321535, NA
140.000, 75.712443, NA
150.000, 75.122282, 326.767690
160.000, 74.553169, NA
170.000, 74.006336, NA
180.000, 73.482364, NA
190.000, 72.981355, NA
200.000, 72.503067, 329.545290
210.000, 72.047017, NA
220.000, 71.612554, NA
230.000, 71.198920, NA
240.000, 70.805288, NA
250.000, 70.430798, 331.713730
260.000, 70.074577, NA
270.000, 69.735757, NA
280.000, 69.413486, NA
290.000, 69.106937, NA
300.000, 68.815313, 333.418280
310.000, 68.537848, NA
320.000, 68.273812, NA
330.000, 68.022511, NA
340.000, 67.783284, NA
350.000, 67.555507, 334.765560
360.000, 67.338589, NA
370.000, 67.131970, NA
380.000, 66.935122, NA
390.000, 66.747545, NA
400.000, 66.568769, 335.834890
410.000, 66.398348, NA
420.000, 66.235862, NA
430.000, 66.080914, NA
440.000, 65.933128, NA
450.000, 65.792151, 336.686260
460.000, 65.657647, NA
470.000, 65.529299, NA
480.000, 65.406806, NA
490.000, 65.289886, NA
500.000, 65.178269, 337.365700
510.000, 65.071700, NA
520.000, 64.969939, NA
530.000, 64.872756, NA
540.000, 64.779936, NA
550.000, 64.691271, 337.908940
560.000, 64.606567, NA
570.000, 64.525638, NA
580.000, 64.448309, NA
590.000, 64.374412, NA
600.000, 64.303787, 338.343920
610.000, 64.236285, NA
620.000, 64.171761, NA
630.000, 64.110080, NA
640.000, 64.051109, NA
650.000, 63.994728, 338.692660
660.000, 63.940816, NA
670.000, 63.889263, NA
680.000, 63.839962, NA
690.000, 63.792811, NA
700.000, 63.747714, 338.972550
710.000, 63.704577, NA
720.000, 63.663314, NA
730.000, 63.623840, NA
740.000, 63.586076, NA
750.000, 63.549945, 339.197420
760.000, 63.515376, NA
770.000, 63.482297, NA
780.000, 63.450644, NA
790.000, 63.420354, NA
800.000, 63.391366, 339.378220
810.000, 63.363623, NA
820.000, 63.337070, NA
830.000, 63.311655, NA
840.000, 63.287328, NA
850.000, 63.264041, 339.523720
860.000, 63.241749, NA
870.000, 63.220409, NA
880.000, 63.199978, NA
890.000, 63.180418, NA
900.000, 63.161690, 339.640900
910.000, 63.143759, NA
920.000, 63.126589, NA
930.000, 63.110147, NA
940.000, 63.094403, NA
950.000, 63.079326, 339.735340
960.000, 63.064887, NA
970.000, 63.051059, NA
980.000, 63.037815, NA
990.000, 63.025131, NA
1000.000, 63.012981, 339.811510
