fire_every_steps_inferred,fire_phase_inferred,n_wrapper_points,n_wrapper_fire_points,n_wrapper_fire_zero_q,heat_rel_max_pct_filter,n_heat_points_kept,n_heat_points_dropped,heat_abs_pct_mean,heat_abs_pct_p95,temp_abs_pct_mean,temp_abs_pct_p95
5,0,1004,201,121,25.0,120,81,0.20002897774554754,0.8202455128418817,0.04710194907999552,0.08073157204149312
