sensor,rmse_C,mae_C,max_abs_error_C,final_error_C_case_minus_client
T1,0.11341239173632035,0.11182707623934607,0.117788126188902,0.11777961924819991
T2,5.900275650111674,5.643658117800619,6.510472584294703,-6.510472584294703
T3,2.7156208299806806,2.545546958416589,3.0810454500032947,-3.0810454500032947
T4,1.1853158957853378,1.1045799194079087,1.3882042434592705,-1.3882042434592705
T5,0.5841159135564251,0.5489279920127217,0.6916595510723909,-0.6916595510723909
T6,5.380981036855253,5.02674023872002,6.366381211294801,-6.366381211294801
