heat_abs_pct_mean,heat_abs_pct_p95,temp_abs_pct_mean,temp_abs_pct_p95,n_heat_points_nonzero,n_temp_points
1956165.6233721129,1.1311655178458868,0.04422409812825755,0.08006998699680089,162,925
