time_s,Q_sum_check_W,Tavg_jellyRoll_K
80.123, 29.511042, NA
80.146, 29.510082, NA
80.169, 29.509122, NA
80.192, 29.508163, NA
80.215, 29.507204, NA
80.239, 29.506245, NA
80.262, 29.505287, NA
80.285, 29.504329, NA
80.308, 29.503372, NA
80.331, 29.502415, NA
80.354, 29.501458, NA
80.377, 29.500502, NA
80.401, 29.499546, NA
80.424, 29.498590, NA
80.447, 29.497635, NA
80.470, 29.496680, NA
80.493, 29.495726, NA
89.522, 29.150705, NA
89.545, 29.149886, NA
89.568, 29.149067, NA
89.591, 29.148249, NA
89.614, 29.147431, NA
89.637, 29.146613, NA
89.661, 29.145796, NA
89.684, 29.144979, NA
89.707, 29.144162, NA
89.730, 29.143346, NA
89.753, 29.142530, NA
89.776, 29.141714, NA
89.800, 29.140899, NA
89.823, 29.140083, NA
89.846, 29.139269, NA
89.869, 29.138454, NA
89.892, 29.137640, NA
89.915, 29.136826, NA
89.938, 29.136012, NA
89.962, 29.135199, NA
89.985, 29.134386, NA
90.008, 29.133574, NA
90.031, 29.132761, NA
90.054, 29.131949, NA
90.077, 29.131138, NA
90.100, 29.130326, NA
90.124, 29.129515, NA
90.147, 29.128705, NA
90.170, 29.127894, NA
90.193, 29.127084, NA
90.216, 29.126274, NA
90.239, 29.125465, NA
90.263, 29.124656, NA
90.286, 29.123847, NA
90.309, 29.123038, NA
90.332, 29.122230, NA
90.355, 29.121422, NA
90.378, 29.120615, NA
90.401, 29.119807, NA
90.425, 29.119000, NA
90.448, 29.118194, NA
90.471, 29.117387, NA
90.494, 29.116581, NA
99.523, 28.824668, NA
99.546, 28.823974, NA
99.569, 28.823280, NA
99.592, 28.822587, NA
99.615, 28.821893, NA
99.638, 28.821200, NA
99.662, 28.820508, NA
99.685, 28.819815, NA
99.708, 28.819123, NA
99.731, 28.818431, NA
99.754, 28.817739, NA
99.777, 28.817047, NA
99.800, 28.816356, NA
99.824, 28.815665, NA
99.847, 28.814975, NA
99.870, 28.814284, NA
99.893, 28.813594, NA
99.916, 28.812904, NA
99.939, 28.812214, NA
99.962, 28.811525, NA
99.986, 28.810836, NA
100.009, 28.810147, NA
100.032, 28.809458, NA
100.055, 28.808770, NA
100.078, 28.808082, NA
100.101, 28.807394, NA
100.125, 28.806707, NA
100.148, 28.806019, NA
100.171, 28.805332, NA
100.194, 28.804646, NA
100.217, 28.803959, NA
100.240, 28.803273, NA
100.263, 28.802587, NA
100.287, 28.801901, NA
100.310, 28.801216, NA
100.333, 28.800530, NA
100.356, 28.799845, NA
100.379, 28.799161, NA
100.402, 28.798476, NA
100.425, 28.797792, NA
100.449, 28.797108, NA
100.472, 28.796424, NA
100.495, 28.795741, NA
109.500, 28.548469, NA
109.523, 28.547879, NA
109.547, 28.547289, NA
109.570, 28.546699, NA
109.593, 28.546109, NA
109.616, 28.545520, NA
109.639, 28.544930, NA
109.662, 28.544341, NA
109.686, 28.543752, NA
109.709, 28.543164, NA
109.732, 28.542575, NA
109.755, 28.541987, NA
109.778, 28.541399, NA
109.801, 28.540811, NA
109.824, 28.540223, NA
109.848, 28.539636, NA
109.871, 28.539049, NA
109.894, 28.538462, NA
109.917, 28.537875, NA
109.940, 28.537289, NA
109.963, 28.536703, NA
109.986, 28.536117, NA
110.010, 28.535531, NA
110.033, 28.534945, NA
110.056, 28.534360, NA
110.079, 28.533775, NA
110.102, 28.533190, NA
110.125, 28.532605, NA
110.149, 28.532020, NA
110.172, 28.531436, NA
110.195, 28.530852, NA
110.218, 28.530268, NA
110.241, 28.529684, NA
110.264, 28.529101, NA
110.287, 28.528518, NA
110.311, 28.527935, NA
110.334, 28.527352, NA
110.357, 28.526769, NA
110.380, 28.526187, NA
110.403, 28.525605, NA
110.426, 28.525023, NA
110.449, 28.524441, NA
110.473, 28.523860, NA
110.496, 28.523279, NA
119.501, 28.312715, NA
119.524, 28.312211, NA
119.548, 28.311708, NA
119.571, 28.311205, NA
119.594, 28.310702, NA
119.617, 28.310200, NA
119.640, 28.309697, NA
119.663, 28.309195, NA
119.686, 28.308693, NA
119.710, 28.308191, NA
119.733, 28.307689, NA
119.756, 28.307188, NA
119.779, 28.306686, NA
119.802, 28.306185, NA
119.825, 28.305684, NA
119.848, 28.305184, NA
119.872, 28.304683, NA
119.895, 28.304183, NA
119.918, 28.303682, NA
119.941, 28.303182, NA
119.964, 28.302682, NA
119.987, 28.302183, NA
120.011, 28.301683, NA
120.034, 28.301184, NA
120.057, 28.300685, NA
120.080, 28.300186, NA
120.103, 28.299687, NA
120.126, 28.299188, NA
120.149, 28.298690, NA
120.173, 28.298192, NA
120.196, 28.297694, NA
120.219, 28.297196, NA
120.242, 28.296698, NA
120.265, 28.296201, NA
120.288, 28.295703, NA
120.311, 28.295206, NA
120.335, 28.294709, NA
120.358, 28.294213, NA
120.381, 28.293716, NA
120.404, 28.293220, NA
120.427, 28.292723, NA
120.450, 28.292227, NA
120.474, 28.291731, NA
120.497, 28.291236, NA
129.502, 28.111504, NA
129.525, 28.111074, NA
129.548, 28.110644, NA
129.572, 28.110214, NA
129.595, 28.109784, NA
129.618, 28.109355, NA
129.641, 28.108926, NA
129.664, 28.108497, NA
129.687, 28.108068, NA
129.710, 28.107639, NA
129.734, 28.107210, NA
129.757, 28.106782, NA
129.780, 28.106353, NA
129.803, 28.105925, NA
129.826, 28.105497, NA
129.849, 28.105069, NA
129.872, 28.104641, NA
129.896, 28.104214, NA
129.919, 28.103786, NA
129.942, 28.103359, NA
129.965, 28.102932, NA
129.988, 28.102505, NA
130.011, 28.102078, NA
130.035, 28.101651, NA
130.058, 28.101225, NA
130.081, 28.100799, NA
130.104, 28.100372, NA
130.127, 28.099946, NA
130.150, 28.099520, NA
130.173, 28.099095, NA
130.197, 28.098669, NA
130.220, 28.098244, NA
130.243, 28.097818, NA
130.266, 28.097393, NA
130.289, 28.096968, NA
130.312, 28.096543, NA
130.335, 28.096119, NA
130.359, 28.095694, NA
130.382, 28.095270, NA
130.405, 28.094846, NA
130.428, 28.094422, NA
130.451, 28.093998, NA
130.474, 28.093574, NA
130.498, 28.093150, NA
139.503, 27.939432, NA
139.526, 27.939064, NA
139.549, 27.938696, NA
139.572, 27.938328, NA
139.596, 27.937960, NA
139.619, 27.937593, NA
139.642, 27.937225, NA
139.665, 27.936858, NA
139.688, 27.936491, NA
139.711, 27.936123, NA
139.734, 27.935756, NA
139.758, 27.935390, NA
139.781, 27.935023, NA
139.804, 27.934656, NA
139.827, 27.934290, NA
139.850, 27.933924, NA
139.873, 27.933558, NA
139.897, 27.933192, NA
139.920, 27.932826, NA
139.943, 27.932460, NA
139.966, 27.932094, NA
139.989, 27.931729, NA
140.012, 27.931363, NA
140.035, 27.930998, NA
140.059, 27.930633, NA
140.082, 27.930268, NA
140.105, 27.929903, NA
140.128, 27.929539, NA
140.151, 27.929174, NA
140.174, 27.928809, NA
140.197, 27.928445, NA
140.221, 27.928081, NA
140.244, 27.927717, NA
140.267, 27.927353, NA
140.290, 27.926989, NA
140.313, 27.926625, NA
140.336, 27.926262, NA
140.360, 27.925899, NA
140.383, 27.925535, NA
140.406, 27.925172, NA
140.429, 27.924809, NA
140.452, 27.924446, NA
140.475, 27.924083, NA
140.498, 27.923721, NA
149.504, 27.792031, NA
149.527, 27.791715, NA
149.550, 27.791400, NA
149.573, 27.791084, NA
149.596, 27.790769, NA
149.620, 27.790454, NA
149.643, 27.790139, NA
149.666, 27.789824, NA
149.689, 27.789509, NA
149.712, 27.789194, NA
149.735, 27.788880, NA
149.758, 27.788565, NA
149.782, 27.788251, NA
149.805, 27.787937, NA
149.828, 27.787623, NA
149.851, 27.787309, NA
149.874, 27.786995, NA
149.897, 27.786681, NA
149.921, 27.786367, NA
149.944, 27.786054, NA
149.967, 27.785740, NA
149.990, 27.785427, NA
150.013, 27.785114, NA
150.036, 27.784800, NA
150.059, 27.784487, NA
150.083, 27.784174, NA
150.106, 27.783862, NA
150.129, 27.783549, NA
150.152, 27.783236, NA
150.175, 27.782924, NA
150.198, 27.782612, NA
150.221, 27.782299, NA
150.245, 27.781987, NA
150.268, 27.781675, NA
150.291, 27.781363, NA
150.314, 27.781051, NA
150.337, 27.780740, NA
150.360, 27.780428, NA
150.384, 27.780117, NA
150.407, 27.779805, NA
150.430, 27.779494, NA
150.453, 27.779183, NA
150.476, 27.778872, NA
150.499, 27.778561, NA
159.505, 27.665582, NA
159.528, 27.665311, NA
159.551, 27.665040, NA
159.574, 27.664770, NA
159.597, 27.664499, NA
159.620, 27.664228, NA
159.644, 27.663958, NA
159.667, 27.663688, NA
159.690, 27.663417, NA
159.713, 27.663147, NA
159.736, 27.662877, NA
159.759, 27.662607, NA
159.783, 27.662337, NA
159.806, 27.662068, NA
159.829, 27.661798, NA
159.852, 27.661528, NA
159.875, 27.661259, NA
159.898, 27.660989, NA
159.921, 27.660720, NA
159.945, 27.660451, NA
159.968, 27.660182, NA
159.991, 27.659913, NA
160.014, 27.659644, NA
160.037, 27.659375, NA
160.060, 27.659106, NA
160.083, 27.658838, NA
160.107, 27.658569, NA
160.130, 27.658301, NA
160.153, 27.658032, NA
160.176, 27.657764, NA
160.199, 27.657496, NA
160.222, 27.657228, NA
160.246, 27.656960, NA
160.269, 27.656692, NA
160.292, 27.656424, NA
160.315, 27.656157, NA
160.338, 27.655889, NA
160.361, 27.655622, NA
160.384, 27.655354, NA
160.408, 27.655087, NA
160.431, 27.654820, NA
160.454, 27.654552, NA
160.477, 27.654285, NA
169.506, 27.556973, NA
169.529, 27.556741, NA
169.552, 27.556508, NA
169.575, 27.556275, NA
169.598, 27.556043, NA
169.621, 27.555810, NA
169.644, 27.555578, NA
169.668, 27.555345, NA
169.691, 27.555113, NA
169.714, 27.554881, NA
169.737, 27.554649, NA
169.760, 27.554417, NA
169.783, 27.554185, NA
169.807, 27.553953, NA
169.830, 27.553721, NA
169.853, 27.553490, NA
169.876, 27.553258, NA
169.899, 27.553026, NA
169.922, 27.552795, NA
169.945, 27.552564, NA
169.969, 27.552332, NA
169.992, 27.552101, NA
170.015, 27.551870, NA
170.038, 27.551639, NA
170.061, 27.551408, NA
170.084, 27.551177, NA
170.107, 27.550946, NA
170.131, 27.550716, NA
170.154, 27.550485, NA
170.177, 27.550254, NA
170.200, 27.550024, NA
170.223, 27.549794, NA
170.246, 27.549563, NA
170.270, 27.549333, NA
170.293, 27.549103, NA
170.316, 27.548873, NA
170.339, 27.548643, NA
170.362, 27.548413, NA
170.385, 27.548183, NA
170.408, 27.547953, NA
170.432, 27.547724, NA
170.455, 27.547494, NA
170.478, 27.547265, NA
179.506, 27.463588, NA
179.530, 27.463388, NA
179.553, 27.463187, NA
179.576, 27.462987, NA
179.599, 27.462787, NA
179.622, 27.462587, NA
179.645, 27.462387, NA
179.669, 27.462187, NA
179.692, 27.461988, NA
179.715, 27.461788, NA
179.738, 27.461588, NA
179.761, 27.461389, NA
179.784, 27.461189, NA
179.807, 27.460990, NA
179.831, 27.460790, NA
179.854, 27.460591, NA
179.877, 27.460392, NA
179.900, 27.460193, NA
179.923, 27.459993, NA
179.946, 27.459794, NA
179.969, 27.459595, NA
179.993, 27.459396, NA
180.016, 27.459198, NA
180.039, 27.458999, NA
180.062, 27.458800, NA
180.085, 27.458602, NA
180.108, 27.458403, NA
180.132, 27.458205, NA
180.155, 27.458006, NA
180.178, 27.457808, NA
180.201, 27.457609, NA
180.224, 27.457411, NA
180.247, 27.457213, NA
180.270, 27.457015, NA
180.294, 27.456817, NA
180.317, 27.456619, NA
180.340, 27.456421, NA
180.363, 27.456223, NA
180.386, 27.456026, NA
180.409, 27.455828, NA
180.432, 27.455630, NA
180.456, 27.455433, NA
180.479, 27.455235, NA
189.507, 27.383217, NA
189.530, 27.383044, NA
189.554, 27.382872, NA
189.577, 27.382700, NA
189.600, 27.382527, NA
189.623, 27.382355, NA
189.646, 27.382183, NA
189.669, 27.382011, NA
189.693, 27.381839, NA
189.716, 27.381667, NA
189.739, 27.381495, NA
189.762, 27.381323, NA
189.785, 27.381151, NA
189.808, 27.380980, NA
189.831, 27.380808, NA
189.855, 27.380636, NA
189.878, 27.380465, NA
189.901, 27.380293, NA
189.924, 27.380122, NA
189.947, 27.379950, NA
189.970, 27.379779, NA
189.993, 27.379608, NA
190.017, 27.379437, NA
190.040, 27.379266, NA
190.063, 27.379094, NA
190.086, 27.378923, NA
190.109, 27.378752, NA
190.132, 27.378582, NA
190.156, 27.378411, NA
190.179, 27.378240, NA
190.202, 27.378069, NA
190.225, 27.377898, NA
190.248, 27.377728, NA
190.271, 27.377557, NA
190.294, 27.377387, NA
190.318, 27.377216, NA
190.341, 27.377046, NA
190.364, 27.376876, NA
190.387, 27.376705, NA
190.410, 27.376535, NA
190.433, 27.376365, NA
190.457, 27.376195, NA
190.480, 27.376025, NA
199.508, 27.313990, NA
199.531, 27.313841, NA
199.555, 27.313692, NA
199.578, 27.313544, NA
199.601, 27.313395, NA
199.624, 27.313247, NA
199.647, 27.313099, NA
199.670, 27.312950, NA
199.693, 27.312802, NA
199.717, 27.312654, NA
199.740, 27.312506, NA
199.763, 27.312358, NA
199.786, 27.312210, NA
199.809, 27.312062, NA
199.832, 27.311914, NA
199.855, 27.311766, NA
199.879, 27.311618, NA
199.902, 27.311470, NA
199.925, 27.311323, NA
199.948, 27.311175, NA
199.971, 27.311027, NA
199.994, 27.310880, NA
200.018, 27.310732, NA
200.041, 27.310585, NA
200.064, 27.310437, NA
200.087, 27.310290, NA
200.110, 27.310142, NA
200.133, 27.309995, NA
200.156, 27.309848, NA
200.180, 27.309701, NA
200.203, 27.309554, NA
200.226, 27.309407, NA
200.249, 27.309260, NA
200.272, 27.309113, NA
200.295, 27.308966, NA
200.318, 27.308819, NA
200.342, 27.308672, NA
200.365, 27.308525, NA
200.388, 27.308378, NA
200.411, 27.308232, NA
200.434, 27.308085, NA
200.457, 27.307939, NA
200.481, 27.307792, NA
209.509, 27.254317, NA
209.532, 27.254189, NA
209.555, 27.254061, NA
209.579, 27.253933, NA
209.602, 27.253805, NA
209.625, 27.253677, NA
209.648, 27.253549, NA
209.671, 27.253421, NA
209.694, 27.253293, NA
209.717, 27.253166, NA
209.741, 27.253038, NA
209.764, 27.252910, NA
209.787, 27.252783, NA
209.810, 27.252655, NA
209.833, 27.252527, NA
209.856, 27.252400, NA
209.879, 27.252272, NA
209.903, 27.252145, NA
209.926, 27.252018, NA
209.949, 27.251890, NA
209.972, 27.251763, NA
209.995, 27.251636, NA
210.018, 27.251508, NA
210.042, 27.251381, NA
210.065, 27.251254, NA
210.088, 27.251127, NA
210.111, 27.251000, NA
210.134, 27.250873, NA
210.157, 27.250746, NA
210.180, 27.250619, NA
210.204, 27.250492, NA
210.227, 27.250365, NA
210.250, 27.250239, NA
210.273, 27.250112, NA
210.296, 27.249985, NA
210.319, 27.249859, NA
210.343, 27.249732, NA
210.366, 27.249605, NA
210.389, 27.249479, NA
210.412, 27.249352, NA
210.435, 27.249226, NA
210.458, 27.249100, NA
210.481, 27.248973, NA
219.510, 27.202848, NA
219.533, 27.202737, NA
219.556, 27.202627, NA
219.579, 27.202516, NA
219.603, 27.202406, NA
219.626, 27.202296, NA
219.649, 27.202185, NA
219.672, 27.202075, NA
219.695, 27.201965, NA
219.718, 27.201854, NA
219.741, 27.201744, NA
219.765, 27.201634, NA
219.788, 27.201524, NA
219.811, 27.201414, NA
219.834, 27.201304, NA
219.857, 27.201194, NA
219.880, 27.201084, NA
219.904, 27.200974, NA
219.927, 27.200864, NA
219.950, 27.200754, NA
219.973, 27.200644, NA
219.996, 27.200534, NA
220.019, 27.200424, NA
220.042, 27.200315, NA
220.066, 27.200205, NA
220.089, 27.200095, NA
220.112, 27.199986, NA
220.135, 27.199876, NA
220.158, 27.199767, NA
220.181, 27.199657, NA
220.204, 27.199548, NA
220.228, 27.199438, NA
220.251, 27.199329, NA
220.274, 27.199220, NA
220.297, 27.199110, NA
220.320, 27.199001, NA
220.343, 27.198892, NA
220.367, 27.198782, NA
220.390, 27.198673, NA
220.413, 27.198564, NA
220.436, 27.198455, NA
220.459, 27.198346, NA
220.482, 27.198237, NA
229.511, 27.158428, NA
229.534, 27.158333, NA
229.557, 27.158237, NA
229.580, 27.158142, NA
229.603, 27.158047, NA
229.627, 27.157951, NA
229.650, 27.157856, NA
229.673, 27.157761, NA
229.696, 27.157666, NA
229.719, 27.157570, NA
229.742, 27.157475, NA
229.766, 27.157380, NA
229.789, 27.157285, NA
229.812, 27.157190, NA
229.835, 27.157095, NA
229.858, 27.157000, NA
229.881, 27.156905, NA
229.904, 27.156810, NA
229.928, 27.156715, NA
229.951, 27.156620, NA
229.974, 27.156526, NA
229.997, 27.156431, NA
230.020, 27.156336, NA
230.043, 27.156241, NA
230.066, 27.156147, NA
230.090, 27.156052, NA
230.113, 27.155957, NA
230.136, 27.155863, NA
230.159, 27.155768, NA
230.182, 27.155674, NA
230.205, 27.155579, NA
230.229, 27.155485, NA
230.252, 27.155390, NA
230.275, 27.155296, NA
230.298, 27.155201, NA
230.321, 27.155107, NA
230.344, 27.155013, NA
230.367, 27.154918, NA
230.391, 27.154824, NA
230.414, 27.154730, NA
230.437, 27.154636, NA
230.460, 27.154542, NA
230.483, 27.154448, NA
239.512, 27.120072, NA
239.535, 27.119990, NA
239.558, 27.119908, NA
239.581, 27.119825, NA
239.604, 27.119743, NA
239.627, 27.119661, NA
239.651, 27.119578, NA
239.674, 27.119496, NA
239.697, 27.119414, NA
239.720, 27.119332, NA
239.743, 27.119249, NA
239.766, 27.119167, NA
239.790, 27.119085, NA
239.813, 27.119003, NA
239.836, 27.118921, NA
239.859, 27.118839, NA
239.882, 27.118757, NA
239.905, 27.118675, NA
239.928, 27.118593, NA
239.952, 27.118511, NA
239.975, 27.118429, NA
239.998, 27.118347, NA
240.021, 27.118265, NA
240.044, 27.118184, NA
240.067, 27.118102, NA
240.090, 27.118020, NA
240.114, 27.117938, NA
240.137, 27.117857, NA
240.160, 27.117775, NA
240.183, 27.117693, NA
240.206, 27.117612, NA
240.229, 27.117530, NA
240.253, 27.117448, NA
240.276, 27.117367, NA
240.299, 27.117285, NA
240.322, 27.117204, NA
240.345, 27.117122, NA
240.368, 27.117041, NA
240.391, 27.116960, NA
240.415, 27.116878, NA
240.438, 27.116797, NA
240.461, 27.116716, NA
240.484, 27.116634, NA
249.513, 27.086937, NA
249.536, 27.086866, NA
249.559, 27.086795, NA
249.582, 27.086724, NA
249.605, 27.086652, NA
249.628, 27.086581, NA
249.652, 27.086510, NA
249.675, 27.086439, NA
249.698, 27.086368, NA
249.721, 27.086297, NA
249.744, 27.086226, NA
249.767, 27.086155, NA
249.790, 27.086084, NA
249.814, 27.086013, NA
