y1,z1,y2,z2
-0.05982641503214836,0.01499979943037033,-0.05500056967139244,0.0149999363347888
-0.05500056967139244,0.0149999363347888,-0.05500001087784767,0.01007431373000145
-0.05500001087784767,0.01007431373000145,-0.05982641503214836,0.01499979943037033
-0.05000000074505806,0.010009169578552246,-0.045000333338975906,0.015000039711594582
-0.045000333338975906,0.015000039711594582,-0.04500000178813934,0.01000126451253891
-0.04500000178813934,0.01000126451253891,-0.05000000074505806,0.010009169578552246
-0.050000496208667755,0.014999981969594955,-0.045000333338975906,0.015000039711594582
-0.05000000074505806,0.010009169578552246,-0.050000496208667755,0.014999981969594955
-0.03999999910593033,0.010000040754675865,-0.03500000014901161,0.009999999776482582
-0.03500000014901161,0.009999999776482582,-0.038594700396060944,0.009999999776482582
-0.038594700396060944,0.009999999776482582,-0.03999999910593033,0.010000040754675865
-0.03999999910593033,0.010000040754675865,-0.04000032693147659,0.015000059269368649
-0.04000032693147659,0.015000059269368649,-0.03500000014901161,0.009999999776482582
-0.04000032693147659,0.015000059269368649,-0.03500022366642952,0.015000086277723312
-0.03500022366642952,0.015000086277723312,-0.03500000014901161,0.009999999776482582
-0.030000219121575356,0.015000095590949059,-0.02500014379620552,0.015000107698142529
-0.02500014379620552,0.015000107698142529,-0.029999999329447746,0.009999999776482582
-0.029999999329447746,0.009999999776482582,-0.030000219121575356,0.015000095590949059
-0.02500014379620552,0.015000107698142529,-0.02500000037252903,0.009999999776482582
-0.02500000037252903,0.009999999776482582,-0.029999999329447746,0.009999999776482582
-0.02000013366341591,0.015000115148723125,-0.01500007975846529,0.015000119805335999
-0.01500007975846529,0.015000119805335999,-0.019999999552965164,0.009999999776482582
-0.019999999552965164,0.009999999776482582,-0.02000013366341591,0.015000115148723125
-0.01500007975846529,0.015000119805335999,-0.014999999664723873,0.009999999776482582
-0.014999999664723873,0.009999999776482582,-0.019999999552965164,0.009999999776482582
-0.007954306900501251,0.009999999776482582,-0.005000024568289518,0.015000125393271446
-0.005000024568289518,0.015000125393271446,-0.004999999888241291,0.009999999776482582
-0.004999999888241291,0.009999999776482582,-0.007954306900501251,0.009999999776482582
-0.007954306900501251,0.009999999776482582,-0.009999999776482582,0.009999999776482582
-0.009999999776482582,0.009999999776482582,-0.005000024568289518,0.015000125393271446
-0.009999999776482582,0.009999999776482582,-0.010000063106417656,0.015000124461948872
-0.010000063106417656,0.015000124461948872,-0.005000024568289518,0.015000125393271446
-4.576988190858425e-17,0.009999999776482582,0.004999999888241291,0.009999999776482582
0.004999999888241291,0.009999999776482582,0.0013940809294581413,0.009999999776482582
0.0013940809294581413,0.009999999776482582,-4.576988190858425e-17,0.009999999776482582
-4.576988190858425e-17,0.009999999776482582,1.9651145155563654e-09,0.015000127255916595
1.9651145155563654e-09,0.015000127255916595,0.004999999888241291,0.009999999776482582
1.9651145155563654e-09,0.015000127255916595,0.005000028293579817,0.015000125393271446
0.005000028293579817,0.015000125393271446,0.004999999888241291,0.009999999776482582
0.010000066831707954,0.015000124461948872,0.015000084415078163,0.015000119805335999
0.015000084415078163,0.015000119805335999,0.009999999776482582,0.009999999776482582
0.009999999776482582,0.009999999776482582,0.010000066831707954,0.015000124461948872
0.015000084415078163,0.015000119805335999,0.014999999664723873,0.009999999776482582
0.014999999664723873,0.009999999776482582,0.009999999776482582,0.009999999776482582
0.020000139251351357,0.015000115148723125,0.02500014938414097,0.015000107698142529
0.02500014938414097,0.015000107698142529,0.019999999552965164,0.009999999776482582
0.019999999552965164,0.009999999776482582,0.020000139251351357,0.015000115148723125
0.02500014938414097,0.015000107698142529,0.02500000037252903,0.009999999776482582
0.02500000037252903,0.009999999776482582,0.019999999552965164,0.009999999776482582
0.030000226572155952,0.015000095590949059,0.03500023111701012,0.015000086277723312
0.03500023111701012,0.015000086277723312,0.029999999329447746,0.009999999776482582
0.029999999329447746,0.009999999776482582,0.030000226572155952,0.015000095590949059
0.03500023111701012,0.015000086277723312,0.03500000014901161,0.009999999776482582
0.03500000014901161,0.009999999776482582,0.029999999329447746,0.009999999776482582
0.0441119559109211,0.009999999776482582,0.0450003445148468,0.015000039711594582
0.0450003445148468,0.015000039711594582,0.04500000178813934,0.010000059381127357
0.04500000178813934,0.010000059381127357,0.0441119559109211,0.009999999776482582
0.0441119559109211,0.009999999776482582,0.03999999910593033,0.009999999776482582
0.03999999910593033,0.009999999776482582,0.0450003445148468,0.015000039711594582
0.03999999910593033,0.009999999776482582,0.04000033810734749,0.015000059269368649
0.04000033810734749,0.015000059269368649,0.0450003445148468,0.015000039711594582
0.05000000074505806,0.010003871284425259,0.05500058829784393,0.014999937266111374
0.05500058829784393,0.014999937266111374,0.05500000715255737,0.01003352738916874
0.05500000715255737,0.01003352738916874,0.05000000074505806,0.010003871284425259
0.05000050738453865,0.01499998290091753,0.05500058829784393,0.014999937266111374
0.05000000074505806,0.010003871284425259,0.05000050738453865,0.01499998290091753
0.060000039637088776,0.010110156610608101,0.06500160694122314,0.014999650418758392
0.06500160694122314,0.014999650418758392,0.06500021368265152,0.010325639508664608
0.06500021368265152,0.010325639508664608,0.060000039637088776,0.010110156610608101
0.06000097095966339,0.01499979943037033,0.06500160694122314,0.014999650418758392
0.060000039637088776,0.010110156610608101,0.06000097095966339,0.01499979943037033
0.07000087201595306,0.010455253534018993,0.07500822842121124,0.014998601749539375
0.07500822842121124,0.014998601749539375,0.07500296831130981,0.01023231353610754
0.07500296831130981,0.01023231353610754,0.07000087201595306,0.010455253534018993
0.07000347971916199,0.014999241568148136,0.07500822842121124,0.014998601749539375
0.07000087201595306,0.010455253534018993,0.07000347971916199,0.014999241568148136
0.08001992851495743,0.01499695610255003,0.08504749834537506,0.014993364922702312
0.08504749834537506,0.014993364922702312,0.08001022785902023,0.009999999776482582
0.08001022785902023,0.009999999776482582,0.08001992851495743,0.01499695610255003
0.08504749834537506,0.014993364922702312,0.08503290265798569,0.009999999776482582
0.08503290265798569,0.009999999776482582,0.08001022785902023,0.009999999776482582
0.09010209888219833,0.014983657747507095,0.09519945085048676,0.014955220744013786
0.09519945085048676,0.014955220744013786,0.09009070694446564,0.009999999776482582
0.09009070694446564,0.009999999776482582,0.09010209888219833,0.014983657747507095
0.09519945085048676,0.014955220744013786,0.09521500766277313,0.009999999776482582
0.09521500766277313,0.009999999776482582,0.09009070694446564,0.009999999776482582
0.10033013671636581,0.014860707335174084,0.10542012006044388,0.014573819935321808
0.10542012006044388,0.014573819935321808,0.10041234642267227,0.009999999776482582
0.10041234642267227,0.009999999776482582,0.10033013671636581,0.014860707335174084
0.10542012006044388,0.014573819935321808,0.10548564046621323,0.009999996982514858
0.10548564046621323,0.009999996982514858,0.10041234642267227,0.009999999776482582
-0.1057203859090805,0.019635912030935287,-0.10492447018623352,0.024780461564660072
-0.10492447018623352,0.024780461564660072,-0.10502713173627853,0.020166989415884018
-0.10502713173627853,0.020166989415884018,-0.1057203859090805,0.019635912030935287
-0.1057203859090805,0.019635912030935287,-0.10997094959020615,0.01960187591612339
-0.10997094959020615,0.01960187591612339,-0.10492447018623352,0.024780461564660072
-0.10997094959020615,0.01960187591612339,-0.10997086018323898,0.02478492073714733
-0.10997086018323898,0.02478492073714733,-0.10492447018623352,0.024780461564660072
-0.09945393353700638,0.020424414426088333,-0.09508763253688812,0.019887931644916534
-0.09508763253688812,0.019887931644916534,-0.09982272237539291,0.023810572922229767
-0.09982272237539291,0.023810572922229767,-0.09945393353700638,0.020424414426088333
-0.09508763253688812,0.019887931644916534,-0.09108195453882217,0.02993241511285305
-0.09108195453882217,0.02993241511285305,-0.09982272237539291,0.023810572922229767
-0.09508763253688812,0.019887931644916534,-0.09007605165243149,0.021235646679997444
-0.09007605165243149,0.021235646679997444,-0.09108195453882217,0.02993241511285305
-0.0899507999420166,0.02994074858725071,-0.09108195453882217,0.02993241511285305
-0.09007605165243149,0.021235646679997444,-0.0899507999420166,0.02994074858725071
-0.09108195453882217,0.02993241511285305,-0.09982272237539291,0.023810572922229767
-0.09982272237539291,0.023810572922229767,-0.09857680648565292,0.029877206310629845
-0.09857680648565292,0.029877206310629845,-0.09108195453882217,0.02993241511285305
-0.09982272237539291,0.023810572922229767,-0.09993500262498856,0.024838972836732864
-0.09993500262498856,0.024838972836732864,-0.09857680648565292,0.029877206310629845
-0.0799994021654129,0.029973827302455902,-0.08002304285764694,0.02129565365612507
-0.08002304285764694,0.02129565365612507,-0.0899507999420166,0.02994074858725071
-0.0899507999420166,0.02994074858725071,-0.0799994021654129,0.029973827302455902
-0.08002304285764694,0.02129565365612507,-0.09007605165243149,0.021235646679997444
-0.09007605165243149,0.021235646679997444,-0.0899507999420166,0.02994074858725071
-0.08002304285764694,0.02129565365612507,-0.0850478783249855,0.020041588693857193
-0.0850478783249855,0.020041588693857193,-0.09007605165243149,0.021235646679997444
-0.07001205533742905,0.029988227412104607,-0.07000715285539627,0.02130369283258915
-0.07000715285539627,0.02130369283258915,-0.0799994021654129,0.029973827302455902
-0.0799994021654129,0.029973827302455902,-0.07001205533742905,0.029988227412104607
-0.07000715285539627,0.02130369283258915,-0.08002304285764694,0.02129565365612507
-0.08002304285764694,0.02129565365612507,-0.0799994021654129,0.029973827302455902
-0.07501257956027985,0.02005777880549431,-0.08002304285764694,0.02129565365612507
-0.07000715285539627,0.02130369283258915,-0.07501257956027985,0.02005777880549431
-0.07001205533742905,0.029988227412104607,-0.06532690674066544,0.029991213232278824
-0.06532690674066544,0.029991213232278824,-0.07000715285539627,0.02130369283258915
-0.07000715285539627,0.02130369283258915,-0.07001205533742905,0.029988227412104607
-0.06532690674066544,0.029991213232278824,-0.061472196131944656,0.02094014175236225
-0.061472196131944656,0.02094014175236225,-0.07000715285539627,0.02130369283258915
-0.06500398367643356,0.020060883834958076,-0.07000715285539627,0.02130369283258915
-0.061472196131944656,0.02094014175236225,-0.06500398367643356,0.020060883834958076
-0.06000363454222679,0.021305741742253304,-0.06001322343945503,0.029994601383805275
-0.06001322343945503,0.029994601383805275,-0.061472196131944656,0.02094014175236225
-0.061472196131944656,0.02094014175236225,-0.06000363454222679,0.021305741742253304
-0.06001322343945503,0.029994601383805275,-0.06532690674066544,0.029991213232278824
-0.06532690674066544,0.029991213232278824,-0.061472196131944656,0.02094014175236225
-0.06001322343945503,0.029994601383805275,-0.05001112073659897,0.029997600242495537
-0.05001112073659897,0.029997600242495537,-0.06000363454222679,0.021305741742253304
-0.06000363454222679,0.021305741742253304,-0.06001322343945503,0.029994601383805275
-0.05001112073659897,0.029997600242495537,-0.050002407282590866,0.02130652777850628
-0.050002407282590866,0.02130652777850628,-0.06000363454222679,0.021305741742253304
-0.050002407282590866,0.02130652777850628,-0.055001888424158096,0.02006182074546814
-0.055001888424158096,0.02006182074546814,-0.06000363454222679,0.021305741742253304
-0.05001112073659897,0.029997600242495537,-0.050002407282590866,0.02130652777850628
-0.050002407282590866,0.02130652777850628,-0.04000839963555336,0.029999107122421265
-0.04000839963555336,0.029999107122421265,-0.05001112073659897,0.029997600242495537
-0.050002407282590866,0.02130652777850628,-0.040001701563596725,0.021306883543729782
-0.040001701563596725,0.021306883543729782,-0.04000839963555336,0.029999107122421265
-0.045001208782196045,0.020062170922756195,-0.040001701563596725,0.021306883543729782
-0.050002407282590866,0.02130652777850628,-0.045001208782196045,0.020062170922756195
-0.04000839963555336,0.029999107122421265,-0.040001701563596725,0.021306883543729782
-0.040001701563596725,0.021306883543729782,-0.030005857348442078,0.029999904334545135
-0.030005857348442078,0.029999904334545135,-0.04000839963555336,0.029999107122421265
-0.040001701563596725,0.021306883543729782,-0.030001163482666016,0.02130706235766411
-0.030001163482666016,0.02130706235766411,-0.030005857348442078,0.029999904334545135
-0.040001701563596725,0.021306883543729782,-0.035000819712877274,0.02006233111023903
-0.035000819712877274,0.02006233111023903,-0.030001163482666016,0.02130706235766411
-0.030005857348442078,0.029999904334545135,-0.030001163482666016,0.02130706235766411
-0.030001163482666016,0.02130706235766411,-0.020003657788038254,0.030000334605574608
-0.020003657788038254,0.030000334605574608,-0.030005857348442078,0.029999904334545135
-0.030001163482666016,0.02130706235766411,-0.020000720396637917,0.02130715735256672
-0.020000720396637917,0.02130715735256672,-0.020003657788038254,0.030000334605574608
-0.02500053308904171,0.020062413066625595,-0.020000720396637917,0.02130715735256672
-0.030001163482666016,0.02130706235766411,-0.02500053308904171,0.020062413066625595
-0.020003657788038254,0.030000334605574608,-0.010001735761761665,0.03000055067241192
-0.010001735761761665,0.03000055067241192,-0.020000720396637917,0.02130715735256672
-0.020000720396637917,0.02130715735256672,-0.020003657788038254,0.030000334605574608
-0.010001735761761665,0.03000055067241192,-0.010000339709222317,0.02130720391869545
