fire_every_steps_inferred,fire_phase_inferred,n_wrapper_points,n_wrapper_fire_points,n_wrapper_fire_zero_q,heat_rel_max_pct_filter,n_heat_points_kept,n_heat_points_dropped,heat_abs_pct_mean,heat_abs_pct_p95,temp_abs_pct_mean,temp_abs_pct_p95
5,1,1756,351,219,25.0,220,131,0.15246285335927454,0.8433796197848928,0.005385368517329814,0.008159334763770338
